implementation,nodes,arcs,time(s),memPeak(MB),memAvg(MB),CO2e(kg),CO2eRate(kg/s),cpuEnergy(kW),ramEnergy(kW),totEnergy(kW),cpuCount
BK,1118,2168,0.000194295,84.9609,84.9609,4.4040509378610523e-07,4.291007355713242e-06,1.2103786071141562e-06,8.1912612174051e-08,1.292291219288207e-06,8
MBK,1118,2168,0.000114978,85.0039,85.0039,4.401150909033088e-07,4.291272023237584e-06,1.2095792426003351e-06,8.186101428009355e-08,1.2914402568804289e-06,8
MBK2,1118,2168,0.000189616,84.957,84.957,4.394593308752935e-07,4.291432457987458e-06,1.2077750431166755e-06,8.174100140081466e-08,1.2895160445174902e-06,8
BK,1118,2124,0.00020697,84.9766,84.9766,4.403243536431837e-07,4.291397004807627e-06,1.2101478046841092e-06,8.19064968681005e-08,1.2920543015522096e-06,8
MBK,1118,2124,0.000128909,85.0977,85.0977,4.396722174343e-07,4.291403180351933e-06,1.208357678519355e-06,8.178304412922443e-08,1.2901407226485795e-06,8
MBK2,1118,2124,0.000209129,84.9297,84.9297,4.3964091855323124e-07,4.291057746415156e-06,1.2082704239421422e-06,8.177845764976155e-08,1.2900488815919038e-06,8
BK,1118,2132,0.000176326,84.7422,84.7422,4.391584862971691e-07,4.291512090114563e-06,1.2069390879737009e-06,8.1694181089631e-08,1.288633269063332e-06,8
MBK,1118,2132,0.000106002,85.0,85.0,4.3968901543611393e-07,4.291017932937054e-06,1.208399898476071e-06,8.179011495172972e-08,1.2901900134278008e-06,8
MBK2,1118,2132,0.000178907,84.8828,84.8828,4.399921217720021e-07,4.291439764661771e-06,1.209238668282827e-06,8.184075732913244e-08,1.2910794256119593e-06,8
BK,1118,2132,0.000171725,84.8398,84.8398,4.392068380847697e-07,4.291384691270321e-06,1.2070798211627538e-06,8.169532770949675e-08,1.2887751488722505e-06,8
MBK,1118,2132,0.00010662,84.8711,84.8711,4.3940656166655173e-07,4.2903677630183456e-06,1.207611792617374e-06,8.17494099464966e-08,1.2893612025638706e-06,8
MBK2,1118,2132,0.000283189,85.0898,85.0898,4.396727858936581e-07,4.291418715230308e-06,1.208360493183136e-06,8.178189750935873e-08,1.2901423906924947e-06,8
BK,1118,2138,0.000156726,84.8398,84.8398,4.397024686828517e-07,4.291338940818968e-06,1.208456191751692e-06,8.17732978603658e-08,1.290229489612058e-06,8
MBK,1118,2138,0.000132669,84.9727,84.9727,4.396915851457887e-07,4.291522311267565e-06,1.208405527803633e-06,8.179202598483927e-08,1.2901975537884723e-06,8
MBK2,1118,2138,0.00019487,84.8359,84.8359,4.394799183147578e-07,4.291303793557063e-06,1.2078257070647346e-06,8.175074766967328e-08,1.289576454734408e-06,8
BK,1118,2178,0.000194049,84.9531,84.9531,4.395414386823119e-07,4.290975480417223e-06,1.2080058455467223e-06,8.17511298762952e-08,1.2897569754230178e-06,8
MBK,1118,2178,0.000133802,84.9648,84.9648,4.399035245639353e-07,4.2914538201226005e-06,1.2089937925338746e-06,8.182566016756709e-08,1.2908194527014418e-06,8
MBK2,1118,2178,0.000211741,84.8281,84.8281,4.398036892966406e-07,4.291398159909683e-06,1.2087235848108928e-06,8.180291887356362e-08,1.2905265036844565e-06,8
BK,1118,2178,0.000190916,84.9648,84.9648,4.393737769473313e-07,4.291556203283288e-06,1.2075329820315044e-06,8.173201954519982e-08,1.2892650015767042e-06,8
MBK,1118,2178,0.000146474,84.9688,84.9688,4.39209846000079e-07,4.291364096566114e-06,1.2070882651540968e-06,8.169570991611863e-08,1.2887839750702157e-06,8
MBK2,1118,2178,0.000197709,84.9688,84.9688,4.398266687475921e-07,4.290504473700651e-06,1.2087770634227329e-06,8.181686941526323e-08,1.2905939328379962e-06,8
BK,1118,2142,0.000197488,84.9688,84.9688,4.393701828902662e-07,4.291451142873652e-06,1.2075245380401612e-06,8.172991740877935e-08,1.2892544554489403e-06,8
MBK,1118,2142,0.000123326,84.9766,84.9766,4.396282942732986e-07,4.291593655440028e-06,1.208216945330302e-06,8.179489253450356e-08,1.2900118378648056e-06,8
MBK2,1118,2142,0.000218166,85.0,85.0,4.395932301139167e-07,4.291431146343767e-06,1.2081381347444322e-06,8.177081351732342e-08,1.2899089482617556e-06,8
BK,1118,2172,0.000199746,84.8438,84.8438,4.389953666343241e-07,4.291387816866044e-06,1.2065000004238553e-06,8.16546227042636e-08,1.2881546231281189e-06,8
MBK,1118,2172,0.000111156,84.9688,84.9688,4.394514440480818e-07,4.291045735888863e-06,1.2077553404702082e-06,8.173756154121748e-08,1.2894929020114256e-06,8
MBK2,1118,2172,0.000252792,84.8398,84.8398,4.397703594031888e-07,4.291402395249715e-06,1.2086278862423369e-06,8.180081673714314e-08,1.2904287029794798e-06,8
BK,1118,2172,0.000158644,84.9258,84.9258,4.397456745741632e-07,4.291201448641072e-06,1.2085659636391535e-06,8.179030605504068e-08,1.2903562696941942e-06,8
MBK,1118,2172,0.000134705,84.8516,84.8516,4.39842993178976e-07,4.291492143570914e-06,1.20882209804323e-06,8.181973596492755e-08,1.2906418340081577e-06,8
MBK2,1118,2172,0.000194992,84.7422,84.7422,4.3978601488355763e-07,4.29141538680087e-06,1.208675735526615e-06,8.179890570403359e-08,1.2904746412306483e-06,8
BK,1118,2128,0.000174081,85.0859,85.0859,4.393535979514353e-07,4.291469037000174e-06,1.2074795034196643e-06,8.172628644587121e-08,1.2892057898655355e-06,8
MBK,1118,2128,0.000129578,84.8984,84.8984,4.38965553591407e-07,4.291516466033567e-06,1.2064043018552992e-06,8.166284014663462e-08,1.2880671420019338e-06,8
MBK2,1118,2128,0.000188106,84.9727,84.9727,4.398716218587129e-07,4.291252385362607e-06,1.2089093526204428e-06,8.181648720864134e-08,1.290725839829084e-06,8
BK,1118,2136,0.00015231,85.0938,85.0938,4.4068750746235364e-07,4.289902395169228e-06,1.211214562257131e-06,8.190535024823476e-08,1.293119912505366e-06,8
MBK,1118,2136,0.000124827,84.8711,84.8711,4.392969564957837e-07,4.290965744882037e-06,1.2073106235928006e-06,8.172896189222457e-08,1.2890395854850252e-06,8
MBK2,1118,2136,0.000206342,84.9961,84.9961,4.394916856142402e-07,4.28994059711923e-06,1.207932664288415e-06,8.167831951482185e-08,1.2896109838032367e-06,8
BK,1118,2156,0.000166968,84.8438,84.8438,4.396493384750056e-07,4.291289718866011e-06,1.2082985705799527e-06,8.177501779016438e-08,1.290073588370117e-06,8
MBK,1118,2156,0.000110876,85.0,85.0,4.401265735360069e-07,4.291054799451347e-06,1.209669311841329e-06,8.18046388033622e-08,1.2914739506446912e-06,8
MBK2,1118,2156,0.0002131,84.8398,84.8398,4.39416551109948e-07,4.291284460929248e-06,1.207659641901652e-06,8.173087292533413e-08,1.2893905148269862e-06,8
BK,1118,2148,0.000157907,84.8438,84.8438,4.397343118639413e-07,4.291270278568481e-06,1.2085293730099995e-06,8.17935548113269e-08,1.2903229278213266e-06,8
MBK,1118,2148,0.000158936,84.7227,84.7227,4.403995515259166e-07,4.291431865110768e-06,1.2103589044676887e-06,8.191605203364819e-08,1.2922749565013369e-06,8
MBK2,1118,2148,0.000218259,84.9766,84.9766,4.396114255418938e-07,4.291548843468096e-06,1.2081859840287103e-06,8.177635551334108e-08,1.2899623395420511e-06,8
BK,1118,2140,0.000154863,84.9688,84.9688,4.39263976395978e-07,4.29112327910497e-06,1.207231813006931e-06,8.171099818099494e-08,1.288942811187926e-06,8
MBK,1118,2140,0.00011518,84.9805,84.9805,4.39778441610986e-07,4.29127160220343e-06,1.2086475888888042e-06,8.180482990667314e-08,1.2904524187954774e-06,8
MBK2,1118,2140,0.000186573,85.0859,85.0859,4.395630858339619e-07,4.291416542134673e-06,1.2080536948310006e-06,8.176680034779339e-08,1.289820495178794e-06,8
BK,1118,2286,0.000161051,84.9453,84.9453,4.3952620932790914e-07,4.291326216194751e-06,1.2079523669348825e-06,8.175992062859907e-08,1.2897122875634816e-06,8
MBK,1118,2286,0.000122457,84.7422,84.7422,4.405621324914698e-07,4.291490680254774e-06,1.2108008066813153e-06,8.195121504286364e-08,1.292752021724179e-06,8
MBK2,1118,2286,0.000244604,84.8711,84.8711,4.400345107761772e-07,4.291513900593543e-06,1.2093540694978503e-06,8.184973918474724e-08,1.2912038086825977e-06,8
BK,1118,2150,0.00021258,85.0078,85.0078,4.3961877367181387e-07,4.2912610159204246e-06,1.2082085013389588e-06,8.17753999967863e-08,1.289983901335745e-06,8
MBK,1118,2150,0.000128899,84.9688,84.9688,4.4052947802597284e-07,4.291431724344979e-06,1.2107219960954454e-06,8.193420684818875e-08,1.2926562029436342e-06,8
MBK2,1118,2150,0.000213152,84.9609,84.9609,4.39530957986088e-07,4.291462487091766e-06,1.2079636255900067e-06,8.17625960749524e-08,1.289726221664959e-06,8
BK,1118,2148,0.000202924,84.9648,84.9648,4.403676841854897e-07,4.291460321028295e-06,1.2102688352266948e-06,8.1912612174051e-08,1.2921814474007455e-06,8
MBK,1118,2148,0.000167735,85.0898,85.0898,4.398795401964123e-07,4.289942672439267e-06,1.2089966071976556e-06,8.175246759947186e-08,1.2907490747971276e-06,8
MBK2,1118,2148,0.000194276,84.8672,84.8672,4.3911391834448977e-07,4.291406512374742e-06,1.2068180574311152e-06,8.168443482077236e-08,1.2885024922518877e-06,8
BK,1118,2136,0.000190725,85.0938,85.0938,4.400981505681027e-07,4.291386177867764e-06,1.209528578652276e-06,8.186196979664829e-08,1.2913905484489243e-06,8
MBK,1118,2136,0.000113265,84.8125,84.8125,4.397435189107857e-07,4.291320190091214e-06,1.208546260992686e-06,8.180368328680743e-08,1.2903499442794934e-06,8
MBK2,1118,2136,0.000193827,84.7188,84.7188,4.391261751483786e-07,4.291396308239327e-06,1.20685746272405e-06,8.168099496117522e-08,1.2885384576852252e-06,8
BK,1118,2146,0.000209107,84.9766,84.9766,4.400523628874477e-07,4.291258947404788e-06,1.2094047334459094e-06,8.185145911454583e-08,1.2912561925604552e-06,8
MBK,1118,2146,0.000128605,84.9648,84.9648,4.396582375699392e-07,4.291466461733068e-06,1.2083126438988582e-06,8.178705729875446e-08,1.2900997011976126e-06,8
MBK2,1118,2146,0.00020858,84.668,84.668,4.393606519575342e-07,4.289869568031728e-06,1.2075695726606582e-06,8.165691594399508e-08,1.2892264886046532e-06,8
BK,1118,2128,0.000151285,84.9648,84.9648,4.3925868343777846e-07,4.2914214008679045e-06,1.207234627670712e-06,8.169265226314338e-08,1.2889272799338551e-06,8
MBK,1118,2128,0.000117907,84.9688,84.9688,4.398460308563517e-07,4.291032669439792e-06,1.2088361713621352e-06,8.181457617553178e-08,1.290650747537667e-06,8
MBK2,1118,2128,0.000198793,84.7969,84.7969,4.393462619011839e-07,4.291327425292628e-06,1.2074654301007588e-06,8.171883341674404e-08,1.2891842635175029e-06,8
BK,1118,2136,0.000169579,84.9648,84.9648,4.397418432947779e-07,4.291463594204232e-06,1.208543446328905e-06,8.180158115038696e-08,1.290345027479292e-06,8
MBK,1118,2136,0.000147433,84.8555,84.8555,4.397260398782879e-07,4.290910014670267e-06,1.208498411708408e-06,8.180024342721026e-08,1.2902986551356185e-06,8
MBK2,1118,2136,0.000206531,84.7148,84.7148,4.392908781609351e-07,4.28885883212507e-06,1.2073866195148892e-06,8.163513016654634e-08,1.2890217496814355e-06,8
BK,1118,2156,0.000171463,84.9805,84.9805,4.399338603701674e-07,4.289205835160471e-06,1.2091514137056138e-06,8.175705407893474e-08,1.2909084677845485e-06,8
MBK,1118,2156,0.000113996,84.9648,84.9648,4.395173391208314e-07,4.291549298450639e-06,1.2079129616419474e-06,8.17732978603658e-08,1.2896862595023131e-06,8
MBK2,1118,2156,0.000244814,84.9883,84.9883,4.400854555585792e-07,4.291272365552623e-06,1.20948635869556e-06,8.186693848273309e-08,1.2913532971782932e-06,8
BK,1118,2144,0.000182054,84.7188,84.7188,4.3928527462819253e-07,4.291471272151206e-06,1.2072937356101143e-06,8.171157149092779e-08,1.289005307101042e-06,8
MBK,1118,2144,0.00011834,84.9648,84.9648,4.406072158563141e-07,4.291222246746827e-06,1.210933095879025e-06,8.195121504286364e-08,1.2928843109218886e-06,8
MBK2,1118,2144,0.000190337,84.8984,84.8984,4.3951568766416084e-07,4.291313391760651e-06,1.207927034960853e-06,8.17543786325814e-08,1.2896814135934344e-06,8
BK,1118,2204,0.000170348,84.9648,84.9648,4.397057957555301e-07,4.291461283302663e-06,1.208444933096568e-06,8.17943192245707e-08,1.2902392523211386e-06,8
MBK,1118,2204,0.000129192,84.832,84.832,4.393237439409938e-07,4.291347324935399e-06,1.2074006928337945e-06,8.171749569356734e-08,1.2891181885273618e-06,8
MBK2,1118,2204,0.00019019,84.832,84.832,4.39673780478982e-07,4.291398463574734e-06,1.208357678519355e-06,8.178763060868732e-08,1.2901453091280422e-06,8
BK,1118,2178,0.000159397,84.8555,84.8555,4.394350721722338e-07,4.291405383458339e-06,1.20770749118593e-06,8.173737043790652e-08,1.289444861623837e-06,8
MBK,1118,2178,0.000151325,85.0938,85.0938,4.400045144323434e-07,4.290832248100784e-06,1.2092668149206377e-06,8.184897477150346e-08,1.291115789692141e-06,8
MBK2,1118,2178,0.000234614,84.9648,84.9648,4.393054833861549e-07,4.291388826315211e-06,1.2073528435495164e-06,8.171176259423875e-08,1.2890646061437553e-06,8
BK,1118,2136,0.000168432,84.8711,84.8711,4.400370990424602e-07,4.291359532795114e-06,1.209387845463223e-06,8.18235580311466e-08,1.2912114034943695e-06,8
MBK,1118,2136,0.000108353,84.668,84.668,4.395154271567138e-07,4.291430726183313e-06,1.207927034960853e-06,8.17536142193376e-08,1.2896806491801905e-06,8
MBK2,1118,2136,0.000204373,84.8672,84.8672,4.398980948750723e-07,4.291470721189788e-06,1.2089769045511883e-06,8.182661568412187e-08,1.2908035202353105e-06,8
BK,1118,2130,0.000150769,85.0898,85.0898,4.394163816371213e-07,4.288217553952959e-06,1.2077384524875215e-06,8.165156505128834e-08,1.28939001753881e-06,8
MBK,1118,2130,0.000119054,84.9609,84.9609,4.3966154783443053e-07,4.291478798825577e-06,1.2083351612091065e-06,8.17742533769206e-08,1.2901094145860272e-06,8
MBK2,1118,2130,0.000218833,84.8359,84.8359,4.398497159480371e-07,4.2884851414484666e-06,1.208923425939348e-06,8.173813485115034e-08,1.2906615607904985e-06,8
BK,1118,2150,0.000213489,84.9766,84.9766,4.413986986750817e-07,4.291417276946964e-06,1.2131003869904411e-06,8.210639093135798e-08,1.2952067779217993e-06,8
MBK,1118,2150,0.000107847,84.8516,84.8516,4.397761677735536e-07,4.291469059295394e-06,1.20863633023368e-06,8.180941638613605e-08,1.290445746619816e-06,8
MBK2,1118,2150,0.000214797,84.8477,84.8477,4.406560170550074e-07,4.291099692042752e-06,1.2110541264216106e-06,8.197338302693427e-08,1.293027509448545e-06,8
BK,1118,2162,0.000156215,85.1016,85.1016,4.388639598988453e-07,4.291403485057297e-06,1.2061340941323175e-06,8.163493906323538e-08,1.287769033195553e-06,8
MBK,1118,2162,0.00011614,84.8359,84.8359,4.4047579704116653e-07,4.289723174698854e-06,1.210558745596144e-06,8.193993994751736e-08,1.2924986855436614e-06,8
MBK2,1118,2162,0.000185261,84.9688,84.9688,4.389563642269602e-07,4.291146566373607e-06,1.206384599208832e-06,8.165557822081837e-08,1.2880401774296502e-06,8
BK,1118,2144,0.000184517,84.9727,84.9727,4.390693085500754e-07,4.2907905878172575e-06,1.2066829535696245e-06,8.168863909361335e-08,1.2883715926632377e-06,8
MBK,1118,2144,0.000132268,84.9688,84.9688,4.390551044172735e-07,4.291441682985731e-06,1.2066632509231568e-06,8.166666221285369e-08,1.2883299131360104e-06,8
MBK2,1118,2144,0.000201719,84.8398,84.8398,4.393896157286167e-07,4.2899526361207e-06,1.2075723873244392e-06,8.17390903677051e-08,1.2893114776921444e-06,8
BK,1118,2288,0.000212539,84.9922,84.9922,4.399905522503803e-07,4.291514271915008e-06,1.2092189656363594e-06,8.185585449069778e-08,1.2910748201270572e-06,8
MBK,1118,2288,0.000132712,84.8281,84.8281,4.397601987385447e-07,4.291083608883899e-06,1.208596924940745e-06,8.180196335700884e-08,1.2903988882977538e-06,8
MBK2,1118,2288,0.00020823,84.832,84.832,4.397137718689409e-07,4.291279505894886e-06,1.2084815237257217e-06,8.178113309611492e-08,1.2902626568218365e-06,8
BK,1118,2152,0.000192698,85.082,85.082,4.395409055877492e-07,4.291219975304154e-06,1.2079974015553793e-06,8.175800959548952e-08,1.289755411150869e-06,8
MBK,1118,2152,0.000122226,84.9648,84.9648,4.394597289876144e-07,4.289349158599436e-06,1.2078257070647346e-06,8.169150564327768e-08,1.2895172127080125e-06,8
MBK2,1118,2152,0.000189454,84.9648,84.9648,4.4034155063152907e-07,4.289620949560744e-06,1.2102716498904758e-06,8.18331131966943e-08,1.2921047630871702e-06,8
BK,1118,2232,0.000182904,84.8438,84.8438,4.390185358631318e-07,4.291374265989441e-06,1.2065647376908196e-06,8.165787146054981e-08,1.2882226091513694e-06,8
MBK,1118,2232,0.000123347,85.1875,85.1875,4.395412070627207e-07,4.291582536694145e-06,1.207980513572693e-06,8.177578220340819e-08,1.2897562957761012e-06,8
MBK2,1118,2232,0.00019779,85.0859,85.0859,4.4019927069023453e-07,4.2915042032339365e-06,1.209801601039039e-06,8.188566660720654e-08,1.2916872676462454e-06,8
BK,1118,2266,0.000222987,84.8516,84.8516,4.398664824393634e-07,4.29129207829587e-06,1.2088980939653185e-06,8.181266514242227e-08,1.2907107591077408e-06,8
MBK,1118,2266,0.00013568,84.9531,84.9531,4.392951152612569e-07,4.291297538977821e-06,1.207313438256582e-06,8.172074444985355e-08,1.2890341827064354e-06,8
MBK2,1118,2266,0.00020245,84.832,84.832,4.394855610666037e-07,4.291358892234824e-06,1.20783978038364e-06,8.175323201271567e-08,1.2895930123963557e-06,8
BK,1118,2142,0.000198716,84.7227,84.7227,4.40630840973154e-07,4.291233122697384e-06,1.210997833145989e-06,8.195580152232652e-08,1.292953634668316e-06,8
MBK,1118,2142,0.000109702,84.8633,84.8633,4.396863154727157e-07,4.291301115380346e-06,1.2083942691485088e-06,8.178782171199828e-08,1.2901820908605071e-06,8
MBK2,1118,2142,0.000215262,84.8398,84.8398,4.394316929265729e-07,4.289884129700602e-06,1.2077581551339892e-06,8.167679068833422e-08,1.2894349458223234e-06,8
BK,1118,2164,0.00018646,84.8438,84.8438,4.401072273612237e-07,4.29147468545292e-06,1.2095454666349624e-06,8.187171606550694e-08,1.2914171827004692e-06,8
MBK,1118,2164,0.000132586,84.8359,84.8359,4.398515256720763e-07,4.291435634508096e-06,1.2088530593448217e-06,8.181381176228797e-08,1.2906668711071096e-06,8
MBK2,1118,2164,0.000182084,84.9609,84.9609,4.399860231321241e-07,4.291490055781239e-06,1.2092245949639214e-06,8.183693526291337e-08,1.2910615302268348e-06,8
BK,1118,2158,0.000196752,84.7969,84.7969,4.3999231715258737e-07,4.291272028374296e-06,1.209238668282827e-06,8.184133063906529e-08,1.2910799989218923e-06,8
MBK,1118,2158,0.00012943,84.9688,84.9688,4.399287248051258e-07,4.291290437746899e-06,1.2090669737921822e-06,8.182642458081091e-08,1.290893398372993e-06,8
MBK2,1118,2158,0.000188723,84.9648,84.9648,4.3944027671844505e-07,4.2912763623694e-06,1.2077187498410544e-06,8.174138360743655e-08,1.289460133448491e-06,8
BK,1118,2252,0.000203414,84.9609,84.9609,4.398234180072335e-07,4.291520777558766e-06,1.2087658047676088e-06,8.181858934506181e-08,1.2905843941126703e-06,8
MBK,1118,2252,0.000124809,84.8672,84.8672,4.396255710247737e-07,4.291497154906432e-06,1.2082253893216451e-06,8.177845764976155e-08,1.2900038469714067e-06,8
MBK2,1118,2252,0.000208304,84.9609,84.9609,4.3960037078358294e-07,4.290841715526902e-06,1.2081522080633375e-06,8.177769323651774e-08,1.2899299012998557e-06,8
BK,1118,2176,0.000208486,84.9531,84.9531,4.398260472410409e-07,4.291316821663771e-06,1.208782692750295e-06,8.180941638613605e-08,1.2905921091364312e-06,8
MBK,1118,2176,0.00011407,84.9609,84.9609,4.390994174652349e-07,4.29159478281724e-06,1.2067730228106182e-06,8.168691916381476e-08,1.288459941974433e-06,8
MBK2,1118,2176,0.000198005,84.9609,84.9609,4.399324547186434e-07,4.291336801414525e-06,1.209064159128401e-06,8.184018401919959e-08,1.2909043431476006e-06,8
BK,1118,2132,0.000164107,84.8438,84.8438,4.39751583436185e-07,4.291518707770596e-06,1.2085687783029343e-06,8.180482990667314e-08,1.2903736082096078e-06,8
MBK,1118,2132,0.00011096,84.957,84.957,4.400904013457648e-07,4.2892863417168695e-06,1.2095595399538676e-06,8.180826976627032e-08,1.291367809720138e-06,8
MBK2,1118,2132,0.000223796,85.0977,85.0977,4.403360139740695e-07,4.288620753544614e-06,1.2102406885888845e-06,8.184782815163772e-08,1.292088516740522e-06,8
BK,1118,2200,0.000183073,84.8594,84.8594,4.4032856360407097e-07,4.291487894094459e-06,1.2101618780030144e-06,8.19047769383019e-08,1.2920666549413164e-06,8
MBK,1118,2200,0.000146074,84.8594,84.8594,4.39103053364035e-07,4.291480317683347e-06,1.2067955401208669e-06,8.167507075853564e-08,1.2884706108794022e-06,8
MBK2,1118,2200,0.000211829,84.9609,84.9609,4.3970126016033414e-07,4.291496904651222e-06,1.2084308597776626e-06,8.179508363781452e-08,1.2902259434154772e-06,8
BK,1118,2124,0.00019798,84.8477,84.8477,4.400829453730373e-07,4.291287794609419e-06,1.2094919880231225e-06,8.185394345758823e-08,1.2913459314807106e-06,8
MBK,1118,2124,0.00013282,84.9844,84.9844,4.398044941041084e-07,4.2902582258187545e-06,1.2087095114919875e-06,8.181935375830562e-08,1.2905288652502931e-06,8
MBK2,1118,2124,0.000230169,85.0938,85.0938,4.399659213427585e-07,4.290495798093514e-06,1.2091795603434246e-06,8.182298472121377e-08,1.2910025450646384e-06,8
BK,1118,2148,0.000202003,84.8711,84.8711,4.389043950971678e-07,4.291198618101025e-06,1.206249495347341e-06,8.163818781952159e-08,1.2878876831668626e-06,8
MBK,1118,2148,0.000113629,84.7891,84.7891,4.398561971237248e-07,4.291431299347588e-06,1.2088558740086029e-06,8.182470465101236e-08,1.290680578659615e-06,8
MBK2,1118,2148,0.000207631,84.8477,84.8477,4.401117806388174e-07,4.290661235392663e-06,1.2095567252900866e-06,8.18738182019274e-08,1.291430543492014e-06,8
BK,1118,2128,0.000170293,84.9258,84.9258,4.393457762510853e-07,4.291442606591582e-06,1.2074598007731968e-06,8.172303768958499e-08,1.2891828384627818e-06,8
MBK,1118,2128,0.000105908,84.9922,84.9922,4.3869941865050006e-07,4.291405304073405e-06,1.2056724892722237e-06,8.161372659571953e-08,1.2872862158679432e-06,8
MBK2,1118,2128,0.000194526,84.9961,84.9961,4.392420212924169e-07,4.291128678979317e-06,1.2071811490588715e-06,8.169723874260626e-08,1.288878387801478e-06,8
BK,1118,2148,0.000171609,84.9805,84.9805,4.397312862662341e-07,4.291390522453449e-06,1.2085237436824375e-06,8.179030605504068e-08,1.290314049737478e-06,8
MBK,1118,2148,0.000118407,84.7422,84.7422,4.398486424077616e-07,4.2912477908163615e-06,1.2088558740086029e-06,8.18025366669417e-08,1.2906584106755445e-06,8
MBK2,1118,2148,0.000200272,84.9648,84.9648,4.399897176808462e-07,4.291376399769424e-06,1.2092274096277029e-06,8.18449616019734e-08,1.291072371229676e-06,8
BK,1118,2138,0.000177274,84.9648,84.9648,4.398189949833633e-07,4.2914975874235226e-06,1.2087545461124843e-06,8.181686941526323e-08,1.2905714155277478e-06,8
MBK,1118,2138,0.000134221,84.9727,84.9727,4.401123611778442e-07,4.291295286547433e-06,1.2095679839452109e-06,8.186426303637973e-08,1.2914322469815906e-06,8
MBK2,1118,2138,0.000184798,84.9766,84.9766,4.3907495777886083e-07,4.290835797341797e-06,1.2067167295349969e-06,8.167143979562753e-08,1.2883881693306245e-06,8
BK,1118,2150,0.000180399,84.9531,84.9531,4.397276801295004e-07,4.291385284745414e-06,1.2085068556997512e-06,8.179661246430215e-08,1.2903034681640534e-06,8
MBK,1118,2150,0.000132029,84.9922,84.9922,4.395128984145634e-07,4.291475967026329e-06,1.2079045176506042e-06,8.176871138090291e-08,1.2896732290315072e-06,8
MBK2,1118,2150,0.000190951,84.9648,84.9648,4.399053304336665e-07,4.291351663211086e-06,1.2089966071976556e-06,8.18281445106095e-08,1.2908247517082651e-06,8
BK,1118,2170,0.000190674,84.9648,84.9648,4.400075288245924e-07,4.291390452291004e-06,1.209294961558448e-06,8.182967333709712e-08,1.291124634895545e-06,8
MBK,1118,2170,0.000117252,84.9922,84.9922,4.400866752865548e-07,4.290955061210343e-06,1.2094891733593413e-06,8.18677028959769e-08,1.291356876255318e-06,8
MBK2,1118,2170,0.00021075,84.9883,84.9883,4.388725100743432e-07,4.291397049246305e-06,1.206162240770128e-06,8.163188141026012e-08,1.2877941221803882e-06,8
BK,1118,2404,0.000191985,84.9531,84.9531,4.3990131585336454e-07,4.29154207085048e-06,1.2089825338787504e-06,8.183043775034094e-08,1.2908129716290913e-06,8
MBK,1118,2404,0.000157798,84.957,84.957,4.403441065131139e-07,4.28978533462251e-06,1.2102069126235117e-06,8.190535024823476e-08,1.2921122628717465e-06,8
MBK2,1118,2404,0.000205035,85.0039,85.0039,4.3990037431523363e-07,4.291482976868536e-06,1.2089769045511883e-06,8.183330430000523e-08,1.2908102088511935e-06,8
BK,1118,2164,0.000177034,84.9609,84.9609,4.395515398228233e-07,4.290994192174104e-06,1.20802554819319e-06,8.176106724846477e-08,1.2897866154416548e-06,8
MBK,1118,2164,0.000129701,84.7422,84.7422,4.400652830396229e-07,4.2911953783963e-06,1.2094525827301877e-06,8.184152174237625e-08,1.2912941044725635e-06,8
MBK2,1118,2164,0.000235503,84.9922,84.9922,4.40254733385435e-07,4.291446421492215e-06,1.2099507782194351e-06,8.189923494228426e-08,1.2918500131617197e-06,8
BK,1118,2150,0.000189753,84.9688,84.9688,4.393321397034309e-07,4.290839754491019e-06,1.2074119514889188e-06,8.173087292533413e-08,1.2891428244142529e-06,8
MBK,1118,2150,0.000131545,84.9648,84.9648,4.399305660396525e-07,4.291478066703364e-06,1.209064159128401e-06,8.183464202318193e-08,1.2908988011515829e-06,8
MBK2,1118,2150,0.000187799,84.7227,84.7227,4.39535185629373e-07,4.291473794880201e-06,1.2079748842451308e-06,8.176374269481814e-08,1.289738626939949e-06,8
BK,1118,2158,0.000205848,84.9844,84.9844,4.395114246560805e-07,4.291361675906188e-06,1.207921405633291e-06,8.174749891338706e-08,1.2896689045466778e-06,8
MBK,1118,2158,0.000115349,84.8438,84.8438,4.394449128052981e-07,4.2915214686230485e-06,1.2077271938323974e-06,8.17465433968323e-08,1.2894737372292298e-06,8
MBK2,1118,2158,0.000199442,84.9609,84.9609,4.397088808773698e-07,4.290582860445176e-06,1.2084618210792542e-06,8.178648398882161e-08,1.2902483050680758e-06,8
BK,1118,2144,0.000203961,84.8438,84.8438,4.396283620227922e-07,4.2897772153284565e-06,1.208309829235077e-06,8.170220742869107e-08,1.290012036663768e-06,8
MBK,1118,2144,0.000108301,85.0039,85.0039,4.3983474622687073e-07,4.288807757974322e-06,1.2088389860259164e-06,8.177864875307252e-08,1.2906176347789889e-06,8
MBK2,1118,2144,0.000189193,84.8438,84.8438,4.40143749345112e-07,4.291351933920362e-06,1.20967212650511e-06,8.185222352778964e-08,1.2915243500328997e-06,8
BK,1118,2164,0.000190026,84.6211,84.6211,4.406299179916314e-07,4.2913636327902295e-06,1.2110203504562378e-06,8.193057588528064e-08,1.2929509263415184e-06,8
MBK,1118,2164,0.000118217,84.9727,84.9727,4.4019960192727234e-07,4.29148748268248e-06,1.2097903423839149e-06,8.189789721910756e-08,1.2916882396030223e-06,8
