implementation,nodes,arcs,time(s),memPeak(MB),memAvg(MB),CO2e(kg),CO2eRate(kg/s),cpuEnergy(kW),ramEnergy(kW),totEnergy(kW),cpuCount
EIBFS new2,62,120,1.3992e-05,89.5469,89.5469,2.9376146418214688e-06,2.8417065896727093e-05,3.2905181879677725e-06,5.5162269870734805e-06,8.806745175041254e-06,32
EIBFS old,62,120,3.0515e-05,89.5117,89.5117,2.935629331436252e-06,2.843776030378824e-05,3.285160683680344e-06,5.493997380217763e-06,8.779158063898106e-06,32
EIBFS new,62,120,2.2313e-05,89.4297,89.4297,2.953681433025301e-06,2.798294602981054e-05,3.157275303596052e-06,5.509782898793959e-06,8.66705820239001e-06,32
EIBFS new2,62,120,1.3296e-05,89.4336,89.4336,2.914546805062008e-06,2.770147639138261e-05,3.060924670957033e-06,5.491299854891452e-06,8.552224525848484e-06,32
EIBFS old,62,120,3.0189e-05,89.4727,89.4727,2.9396327270594062e-06,2.856460528125476e-05,3.34171989559151e-06,5.513067385649606e-06,8.854787281241117e-06,32
EIBFS new,62,120,2.3518e-05,89.5586,89.5586,2.940274264860121e-06,2.860690825149335e-05,3.352638237669181e-06,5.521746923157878e-06,8.874385160827059e-06,32
EIBFS new2,62,120,1.8118e-05,89.4453,89.4453,2.934018649034849e-06,2.788844355243452e-05,3.1183486057864696e-06,5.4910126183983726e-06,8.609361224184843e-06,32
EIBFS old,62,120,3.0221e-05,89.5156,89.5156,2.958111892470708e-06,2.8500936320776648e-05,3.314440429322274e-06,5.511019264568518e-06,8.825459693890793e-06,32
EIBFS new,62,120,2.1467e-05,89.4414,89.4414,2.9866665460519885e-06,2.8248482808416688e-05,3.249268710529829e-06,5.514578499374068e-06,8.763847209903896e-06,32
EIBFS new2,62,120,1.3409e-05,89.668,89.668,2.9484331219537195e-06,2.7917081106113803e-05,3.135268619322562e-06,5.516389338134786e-06,8.651657957457349e-06,32
EIBFS old,62,120,3.1105e-05,89.5391,89.5391,2.9343099375387447e-06,2.7879081739196e-05,3.113770824340889e-06,5.496445134680528e-06,8.610215959021417e-06,32
EIBFS new,62,120,2.1937e-05,89.5742,89.5742,2.926418385993072e-06,2.968692915075473e-05,3.6928410098169273e-06,5.5267423404288255e-06,9.219583350245753e-06,32
EIBFS new2,62,120,1.3369e-05,89.4492,89.4492,2.927503285565824e-06,2.8847681561765854e-05,3.4255074626288184e-06,5.514528545201358e-06,8.940036007830177e-06,32
EIBFS old,62,120,3.0922e-05,89.6758,89.6758,2.971117989914007e-06,2.816156034794305e-05,3.212698403497194e-06,5.5055243055704754e-06,8.71822270906767e-06,32
EIBFS new2,62,120,1.3214e-05,89.5156,89.5156,2.94398463307806e-06,2.781812851716861e-05,3.1152966589037545e-06,5.523307991055049e-06,8.638604649958802e-06,32
EIBFS old,62,120,3.1511e-05,89.5547,89.5547,2.921635261017468e-06,2.767402985015246e-05,3.0594324475427537e-06,5.513591904463056e-06,8.57302435200581e-06,32
EIBFS new2,62,120,1.3787e-05,89.5742,89.5742,2.9467944333680844e-06,2.789784956313593e-05,3.133370006701275e-06,5.51347950757446e-06,8.646849514275734e-06,32
EIBFS old,62,120,3.0215e-05,89.5156,89.5156,2.897591435542065e-06,2.746340213874726e-05,2.991802393437215e-06,5.510669585359552e-06,8.502471978796767e-06,32
EIBFS new,62,120,2.2727e-05,89.5898,89.5898,2.909512962068684e-06,2.765024845440906e-05,3.039409931529513e-06,5.498043668207231e-06,8.537453599736744e-06,32
EIBFS new2,62,120,1.2818e-05,89.4414,89.4414,2.9108393248900606e-06,2.7643874968569484e-05,3.042427711714979e-06,5.498917866229647e-06,8.541345577944626e-06,32
EIBFS old,62,120,3.0797e-05,89.6836,89.6836,2.932574206724116e-06,2.780458234844892e-05,3.100360258065371e-06,5.504762504436656e-06,8.605122762502027e-06,32
EIBFS new,62,120,2.3069e-05,89.5742,89.5742,2.9688045527488308e-06,2.8068717057563164e-05,3.187114771908972e-06,5.524319563052416e-06,8.711434334961387e-06,32
EIBFS new2,62,120,1.3823e-05,89.6562,89.6562,2.92928878126086e-06,2.853721679123608e-05,3.3256640494180867e-06,5.5003290716086895e-06,8.825993121026775e-06,32
EIBFS old,62,120,3.0738e-05,89.5625,89.5625,2.91842710737842e-06,2.768759879527109e-05,3.058635780241181e-06,5.504974809670671e-06,8.563610589911852e-06,32
EIBFS new,62,120,2.2345e-05,89.5234,89.5234,2.936443937733801e-06,2.7881798896649643e-05,3.115686659220518e-06,5.500791147706252e-06,8.616477806926769e-06,32
EIBFS new2,62,120,1.4471e-05,89.3672,89.3672,2.95250633893267e-06,2.791368092680523e-05,3.139253066955505e-06,5.524357028681948e-06,8.663610095637454e-06,32
EIBFS old,62,120,9.4745e-05,89.5352,89.5352,2.9460891191385675e-06,2.787374468323593e-05,3.128690280733426e-06,5.51608961309853e-06,8.644779893831956e-06,32
EIBFS new,62,120,2.3494e-05,89.5508,89.5508,2.941799329918129e-06,2.8606658339831675e-05,3.355690184551896e-06,5.513754255524362e-06,8.869444440076258e-06,32
EIBFS old,62,120,2.8952e-05,89.375,89.375,2.950719740189377e-06,2.8039819677274155e-05,3.162496974441764e-06,5.495870661694369e-06,8.658367636136134e-06,32
EIBFS new,62,120,2.4009e-05,89.4883,89.4883,2.9401985875901726e-06,2.8704929815778712e-05,3.368914361798203e-06,5.502864245873696e-06,8.871778607671899e-06,32
EIBFS new2,62,120,1.337e-05,89.4648,89.4648,2.9357892958773272e-06,2.7849796981644983e-05,3.1088202648368868e-06,5.50573661080449e-06,8.614556875641377e-06,32
EIBFS new,62,120,2.3676e-05,89.5078,89.5078,2.9518819884630784e-06,2.798422902495224e-05,3.1518327992391404e-06,5.509945249855264e-06,8.661778049094404e-06,32
EIBFS new2,62,120,1.3442e-05,89.6133,89.6133,2.901729927637963e-06,2.759760602986261e-05,3.023066029561594e-06,5.491549625754999e-06,8.514615655316593e-06,32
EIBFS old,62,120,3.0667e-05,89.5977,89.5977,2.954197673027451e-06,2.806434929984039e-05,3.17099142568833e-06,5.4975815921096686e-06,8.668573017797998e-06,32
EIBFS new,62,120,2.6398e-05,89.4727,89.4727,2.9307103225989287e-06,2.780538955109782e-05,3.094816086957053e-06,5.50483743569572e-06,8.599653522652772e-06,32
EIBFS new2,62,120,1.3245e-05,89.5312,89.5312,2.936918682047062e-06,2.789634779094088e-05,3.122824442695904e-06,5.495046417844662e-06,8.617870860540567e-06,32
EIBFS old,62,120,3.0487e-05,89.6797,89.6797,2.9080226955583885e-06,2.759257273952668e-05,3.028830200840771e-06,5.504250474166384e-06,8.533080675007156e-06,32
EIBFS old,62,120,3.0814e-05,89.5469,89.5469,2.9261689315553704e-06,2.7751128981073203e-05,3.078692740729472e-06,5.50763486936745e-06,8.586327610096922e-06,32
EIBFS new,62,120,2.2473e-05,89.6641,89.6641,2.8982443018084626e-06,2.756158028185375e-05,3.012351020986737e-06,5.492036678938916e-06,8.504387699925653e-06,32
EIBFS new2,62,120,1.4136e-05,89.3867,89.3867,2.9542751072247384e-06,2.800944842759719e-05,3.1597166944424826e-06,5.509083540376025e-06,8.668800234818508e-06,32
EIBFS old,62,120,3.0886e-05,89.5391,89.5391,2.9264924985387942e-06,2.7823715856955952e-05,3.0938666417609784e-06,5.493410418688428e-06,8.587277060449406e-06,32
EIBFS new,62,120,2.2567e-05,89.4883,89.4883,2.9470109520923027e-06,2.786876187775951e-05,3.12862278067233e-06,5.5188620696839056e-06,8.647484850356235e-06,32
EIBFS new2,62,120,1.3757e-05,89.4531,89.4531,2.937867084868012e-06,2.7867238529035163e-05,3.1145674916494004e-06,5.5060862900134565e-06,8.620653781662856e-06,32
EIBFS old,62,120,3.0072e-05,89.4219,89.4219,2.913047148050423e-06,2.767380275160695e-05,3.049955217743205e-06,5.497868828602748e-06,8.547824046345954e-06,32
EIBFS new,62,120,2.3191e-05,89.6211,89.6211,2.9057595604027862e-06,2.7606509392869045e-05,3.029220478935335e-06,5.497219424357525e-06,8.526439903292859e-06,32
EIBFS new2,62,120,1.3595e-05,89.5742,89.5742,2.89765928783247e-06,2.754683576970281e-05,3.006450738494981e-06,5.496220340903336e-06,8.502671079398317e-06,32
EIBFS old,62,120,3.0326e-05,89.6562,89.6562,2.9374290013770344e-06,2.7864091319698168e-05,3.1136691576033604e-06,5.505699145174958e-06,8.619368302778319e-06,32
EIBFS new,62,120,2.4351e-05,89.5,89.5,2.917107364170572e-06,2.7678771990955846e-05,3.055312722023696e-06,5.504425313770867e-06,8.559738035794561e-06,32
EIBFS new2,62,120,1.3195e-05,89.543,89.543,2.9281124741471e-06,2.776968668306372e-05,3.085219968175512e-06,5.506810625517744e-06,8.592030593693257e-06,32
EIBFS old,62,120,3.0114e-05,89.3828,89.3828,2.922612277012528e-06,2.768297166042116e-05,3.065858563792989e-06,5.5100326696575055e-06,8.575891233450496e-06,32
EIBFS new,62,120,2.2763e-05,89.3945,89.3945,2.913423954208206e-06,2.8395596139586942e-05,3.2895856872175444e-06,5.5166640860846885e-06,8.806249773302234e-06,32
EIBFS new2,62,120,1.3084e-05,89.6641,89.6641,2.937847690091418e-06,2.789418044622896e-05,3.119993051546588e-06,5.500603819558592e-06,8.620596871105179e-06,32
EIBFS old,62,120,3.2451e-05,89.5977,89.5977,2.9349804336821045e-06,2.783098248533773e-05,3.103886649764853e-06,5.508296762155852e-06,8.612183411920705e-06,32
EIBFS new,62,120,2.4334e-05,89.707,89.707,2.95382285778334e-06,2.801579978357547e-05,3.1607000285580056e-06,5.506773159888212e-06,8.667473188446217e-06,32
EIBFS new2,62,120,1.3263e-05,89.4375,89.4375,2.9371523863545886e-06,2.7894082597140235e-05,3.119501384485357e-06,5.499055240204598e-06,8.618556624689955e-06,32
EIBFS old,62,120,2.9338e-05,89.5,89.5,2.9059160325202905e-06,2.761262437922712e-05,3.0341879829060003e-06,5.492711060270495e-06,8.526899043176495e-06,32
EIBFS new,62,120,2.4583e-05,89.5547,89.5547,2.913630765341217e-06,2.765097638387489e-05,3.046547437240976e-06,5.50298913130547e-06,8.549536568546446e-06,32
EIBFS new2,62,120,1.2932e-05,89.5312,89.5312,2.917102040677027e-06,2.7696766444869604e-05,3.05885633597458e-06,5.500866078965316e-06,8.559722414939896e-06,32
EIBFS old,62,120,3.1557e-05,89.543,89.543,2.925249991666268e-06,2.773156615686361e-05,3.074098014831106e-06,5.5095331279304106e-06,8.583631142761516e-06,32
EIBFS new,62,120,2.2239e-05,89.6719,89.6719,2.930796369407328e-06,2.77650685854628e-05,3.0896110828002032e-06,5.510294929064231e-06,8.599906011864433e-06,32
EIBFS new2,62,120,1.4156e-05,89.457,89.457,2.9223803429510374e-06,2.774914326261185e-05,3.0748441265382453e-06,5.500366537238222e-06,8.575210663776467e-06,32
EIBFS old,62,120,2.9927e-05,89.457,89.457,2.952977829626709e-06,2.7972615509576164e-05,3.155647802295658e-06,5.509345799782751e-06,8.664993602078408e-06,32
EIBFS new,62,120,2.3833e-05,89.5039,89.5039,2.919104265725508e-06,2.8768323575726868e-05,3.3933624369111848e-06,5.506985465122228e-06,8.900347902033413e-06,32
EIBFS new2,62,120,1.3641e-05,89.543,89.543,2.905297267054265e-06,2.7599866704705805e-05,3.02530380913435e-06,5.499779575708886e-06,8.525083384843235e-06,32
EIBFS old,62,120,3.0744e-05,89.6719,89.6719,2.945691122194104e-06,2.830575206785452e-05,3.259508996489302e-06,5.510382348866472e-06,8.769891345355774e-06,32
EIBFS new,62,120,2.2562e-05,89.582,89.582,2.919878814736222e-06,2.765289626525453e-05,3.0566013341642995e-06,5.511269035432064e-06,8.567870369596363e-06,32
EIBFS new2,62,120,1.3792e-05,89.6641,89.6641,2.9182604085607024e-06,2.770927011098989e-05,3.0627049501658066e-06,5.500416491410932e-06,8.563121441576738e-06,32
EIBFS old,62,120,3.0782e-05,89.5586,89.5586,2.9786645591925804e-06,2.8232133043962888e-05,3.229584805877761e-06,5.510781982248148e-06,8.740366788125908e-06,32
EIBFS new,62,120,2.2949e-05,89.5039,89.5039,2.9283517962276886e-06,2.7843854696883093e-05,3.0977488670799747e-06,5.494983975128776e-06,8.59273284220875e-06,32
EIBFS old,62,120,2.8663e-05,89.6953,89.6953,2.925246543129272e-06,2.7743886822751778e-05,3.081218853860645e-06,5.502402169776133e-06,8.583621023636777e-06,32
EIBFS new,62,120,2.2225e-05,89.5391,89.5391,2.9514060092756765e-06,2.890034416806216e-05,3.4462760903491985e-06,5.511556271925145e-06,8.957832362274343e-06,32
EIBFS new2,62,120,1.3526e-05,89.5234,89.5234,2.9072960740312657e-06,2.8477793310683192e-05,3.303894865330781e-06,5.5100951123733925e-06,8.813989977704173e-06,32
EIBFS old,62,120,3.0948e-05,89.457,89.457,2.952699649321506e-06,2.799723283466364e-05,3.1558680802443173e-06,5.508309250699028e-06,8.664177330943346e-06,32
EIBFS new,62,120,2.2996e-05,89.375,89.375,2.933723445848419e-06,2.785401284351591e-05,3.1073791525726424e-06,5.501115849828864e-06,8.608495002401506e-06,32
EIBFS new2,62,120,1.3834e-05,89.4414,89.4414,2.9036589319219048e-06,2.759061437567573e-05,3.0239307524729253e-06,5.496345226335109e-06,8.520275978808033e-06,32
EIBFS old,62,120,3.1515e-05,89.5469,89.5469,2.9151551217259434e-06,2.7617451731591136e-05,3.041529099891138e-06,5.51248042412027e-06,8.554009524011408e-06,32
EIBFS new,62,120,2.2532e-05,89.5039,89.5039,2.921815516481161e-06,2.8500436900386584e-05,3.312100705241128e-06,5.508359204871738e-06,8.820459910112866e-06,32
EIBFS new2,62,120,1.354e-05,89.4766,89.4766,2.9260454584680407e-06,2.765036289102799e-05,3.0588732804204266e-06,5.527092019637792e-06,8.58596530005822e-06,32
EIBFS old,62,120,2.9221e-05,89.5273,89.5273,2.924756559487694e-06,2.8484016338570346e-05,3.308794869261167e-06,5.510170043632457e-06,8.818964912893624e-06,32
EIBFS new,62,120,2.2621e-05,89.6758,89.6758,2.943133643093292e-06,2.791006215749045e-05,3.1283852804861456e-06,5.5077222891696925e-06,8.636107569655838e-06,32
EIBFS new2,62,120,1.3549e-05,89.5508,89.5508,2.918684490870696e-06,2.845370744244087e-05,3.30108069641899e-06,5.513417064858573e-06,8.814497761277563e-06,32
EIBFS old,62,120,3.0495e-05,89.5352,89.5352,2.917219205018633e-06,2.7731903748490465e-05,3.06575661927766e-06,5.494309593797198e-06,8.560066213074858e-06,32
EIBFS new,62,120,2.2857e-05,89.6758,89.6758,2.953963173676961e-06,2.792418114967708e-05,3.1427286252896924e-06,5.5251562954453e-06,8.667884920734993e-06,32
EIBFS new2,62,120,1.3427e-05,89.457,89.457,2.935584472713797e-06,2.8765123275314137e-05,3.405281057550225e-06,5.516052147468998e-06,8.921333205019221e-06,32
EIBFS old,62,120,3.0265e-05,89.5469,89.5469,2.911346239145344e-06,2.843990288664882e-05,3.297130415469418e-06,5.514503568115004e-06,8.811633983584422e-06,32
EIBFS new2,62,120,1.4021e-05,89.4648,89.4648,2.953350250485723e-06,2.803515418009689e-05,3.164633365033976e-06,5.5014530404946525e-06,8.666086405528628e-06,32
EIBFS old,62,120,3.0179e-05,89.4336,89.4336,2.9450360496809776e-06,2.793265000072616e-05,3.1388630666456807e-06,5.502826780244163e-06,8.641689846889845e-06,32
EIBFS new,62,120,2.2833e-05,89.5703,89.5703,2.9379484612667927e-06,2.786133145570199e-05,3.11348249078941e-06,5.507410075590258e-06,8.620892566379668e-06,32
EIBFS new2,62,120,1.3591e-05,89.4805,89.4805,2.9449800011786858e-06,2.836691351578453e-05,3.271817617445105e-06,5.510394837409649e-06,8.782212454854755e-06,32
EIBFS new,62,120,2.2693e-05,89.5078,89.5078,2.948468847855546e-06,2.7723656626686457e-05,3.0970710887673336e-06,5.554691700059777e-06,8.65176278882711e-06,32
EIBFS new2,62,120,1.3433e-05,89.6406,89.6406,2.907679287427902e-06,2.8525607415632785e-05,3.315593485805901e-06,5.5016403686423134e-06,8.817233854448214e-06,32
EIBFS old,62,120,2.9748e-05,89.5586,89.5586,2.915115338308075e-06,2.765661739515153e-05,3.048293549745562e-06,5.50559923682954e-06,8.553892786575101e-06,32
EIBFS new,62,120,2.2701e-05,89.375,89.375,2.935077078673612e-06,2.786850500270305e-05,3.1123127676307982e-06,5.500154232004207e-06,8.612466999635006e-06,32
EIBFS new2,62,120,1.3675e-05,89.4609,89.4609,2.961083380707617e-06,2.8073426464817992e-05,3.183503380126129e-06,5.505274534706928e-06,8.688777914833057e-06,32
EIBFS old,62,120,2.9583e-05,89.7031,89.7031,2.914427825498507e-06,2.77006594005282e-05,3.056991334481063e-06,5.4948840667833565e-06,8.55187540126442e-06,32
EIBFS new,62,120,2.2555e-05,89.6133,89.6133,2.9221798488614413e-06,2.8648691945181685e-05,3.3581485198580507e-06,5.509096028919203e-06,8.867244548777253e-06,32
EIBFS new2,62,120,1.3549e-05,89.707,89.707,2.9138959915183864e-06,2.7684437597395807e-05,3.0532952204065378e-06,5.497019607666687e-06,8.550314828073224e-06,32
EIBFS old,62,120,2.9722e-05,89.5586,89.5586,2.946646332766951e-06,2.8008154889896533e-05,3.152155299508685e-06,5.4942596396244885e-06,8.646414939133175e-06,32
EIBFS old,62,120,2.9155e-05,89.543,89.543,2.9400212630751182e-06,2.7934357882840297e-05,3.1305047266255714e-06,5.496470111766883e-06,8.626974838392455e-06,32
EIBFS new,62,120,2.4252e-05,89.6719,89.6719,2.9132033522038963e-06,2.8354895484977792e-05,3.2709701167747685e-06,5.508434136130802e-06,8.77940425290557e-06,32
EIBFS new2,62,120,1.7001e-05,89.5117,89.5117,2.9216027160081487e-06,2.8174063591160256e-05,3.202525895352332e-06,5.490238328721375e-06,8.692764224073707e-06,32
EIBFS old,62,120,3.0346e-05,89.4531,89.4531,2.919165751290444e-06,2.774940187045422e-05,3.0716057906193805e-06,5.494172219822246e-06,8.565778010441628e-06,32
EIBFS new,62,120,2.3082e-05,89.4062,89.4062,2.9166485489477258e-06,2.8365047205116105e-05,3.277327899633975e-06,5.518912023856615e-06,8.796239923490589e-06,32
EIBFS new2,62,120,1.3804e-05,89.5078,89.5078,2.926182454467369e-06,2.772630574212273e-05,3.07414912598808e-06,5.5122181647135445e-06,8.586367290701624e-06,32
EIBFS old,62,120,3.0522e-05,89.7031,89.7031,2.9261845255333408e-06,2.8538094213192583e-05,3.322069879879708e-06,5.506111267099812e-06,8.82818114697952e-06,32
EIBFS new2,62,120,1.3649e-05,89.4297,89.4297,2.940548482550915e-06,2.783362918271525e-05,3.112482212207224e-06,5.5160396589258204e-06,8.628521871133045e-06,32
EIBFS old,62,120,3.309e-05,89.4336,89.4336,2.9273880763330657e-06,2.773346897324104e-05,3.076675239119253e-06,5.5132297367109125e-06,8.589904975830166e-06,32
EIBFS new2,62,120,1.4758e-05,89.5781,89.5781,2.9327208881444626e-06,2.781515305808021e-05,3.0988174790497203e-06,5.50673569425868e-06,8.6055531733084e-06,32
EIBFS old,62,120,2.8977e-05,89.457,89.457,2.9191436912158027e-06,2.828862376264241e-05,3.245826763337289e-06,5.5045876648321725e-06,8.750414428169461e-06,32
EIBFS new,62,120,2.8685e-05,89.3867,89.3867,2.9306890658649424e-06,2.781884297889765e-05,3.0976135892007983e-06,5.501977559308102e-06,8.599591148508901e-06,32
EIBFS new2,62,120,1.3781e-05,89.5547,89.5547,2.913228481037311e-06,2.76221589853733e-05,3.0403590989547258e-06,5.507997037119594e-06,8.548356136074319e-06,32
EIBFS old,62,120,3.1608e-05,89.4219,89.4219,2.9438566983690206e-06,2.8417784714751453e-05,3.2897215206662e-06,5.513866652412958e-06,8.803588173079157e-06,32
EIBFS new,62,120,2.5373e-05,89.5781,89.5781,2.915859020600431e-06,2.7665299960505057e-05,3.0513624410810625e-06,5.5047125502639465e-06,8.55607499134501e-06,32
EIBFS new2,62,120,1.3807e-05,89.5078,89.5078,2.949694703878813e-06,2.862150935353901e-05,3.352214626217709e-06,5.503913283500595e-06,8.856127909718304e-06,32
EIBFS old,62,120,3.052e-05,89.5117,89.5117,2.9204800846327e-06,2.769592476478816e-05,3.062162171954541e-06,5.507472518306145e-06,8.569634690260686e-06,32
EIBFS new2,62,120,1.4276e-05,89.7188,89.7188,2.9300529533217294e-06,2.828449213429545e-05,3.261577609256494e-06,5.510294929064231e-06,8.771872538320724e-06,32
EIBFS old,62,120,2.8963e-05,89.7109,89.7109,2.925459458921564e-06,2.7740260735592783e-05,3.0770480171915526e-06,5.507197770356242e-06,8.584245787547795e-06,32
EIBFS new,62,120,2.6952e-05,89.6719,89.6719,2.943340585257032e-06,2.791694788067747e-05,3.1302163930671534e-06,5.50649841193831e-06,8.636714805005463e-06,32
EIBFS new2,62,120,1.4273e-05,89.6289,89.6289,2.938789304698917e-06,2.8482816890755848e-05,3.309506814277996e-06,5.503925772043772e-06,8.813432586321768e-06,32
EIBFS old,62,120,2.9939e-05,89.5156,89.5156,2.9187603514922657e-06,2.776039632581263e-05,3.0733010697517327e-06,5.491287366348274e-06,8.564588436100007e-06,32
EIBFS new,62,120,2.2519e-05,89.375,89.375,2.940361679966146e-06,2.7774696598034645e-05,3.1027674822145523e-06,5.525206249618009e-06,8.627973731832562e-06,32
EIBFS new2,62,120,1.3681e-05,89.4766,89.4766,2.956107727069808e-06,2.8009538756437848e-05,3.1669050335261795e-06,5.5072727016153065e-06,8.674177735141487e-06,32
EIBFS old,62,120,2.8782e-05,89.457,89.457,2.9399842487901016e-06,2.790214980775238e-05,3.123739721208607e-06,5.50312650528042e-06,8.626866226489028e-06,32
EIBFS new2,62,120,1.31e-05,89.5078,89.5078,2.9140919778933515e-06,2.766211305399306e-05,3.0491246615152456e-06,5.501765254074087e-06,8.550889915589334e-06,32
EIBFS old,62,120,2.9889e-05,89.6523,89.6523,2.919106184463904e-06,2.773406441262997e-05,3.0683338435449903e-06,5.4972693785302345e-06,8.565603222075225e-06,32
EIBFS new,62,120,2.1543e-05,89.5039,89.5039,3.1435938706452547e-06,2.9880295481019144e-05,3.73027548421917e-06,5.494047334390473e-06,9.224322818609645e-06,32
EIBFS new2,62,120,1.4063e-05,89.4531,89.4531,2.9214844637759355e-06,2.7776857380703943e-05,3.077760239979244e-06,5.4948216240674695e-06,8.572581864046713e-06,32
EIBFS old,62,120,2.9553e-05,89.6992,89.6992,2.927640620503353e-06,2.7803119996421868e-05,3.0957994210864537e-06,5.494846601153824e-06,8.590646022240278e-06,32
EIBFS new,62,120,2.2463e-05,89.582,89.582,2.916200795420546e-06,2.764546674464859e-05,3.051566052361676e-06,5.505511817027298e-06,8.557077869388974e-06,32
EIBFS new2,62,120,1.3719e-05,89.6016,89.6016,2.94658088163632e-06,2.7899228361808703e-05,3.129758614918432e-06,5.51646426939385e-06,8.646222884312282e-06,32
EIBFS new,62,120,2.1915e-05,89.5234,89.5234,2.926650078964551e-06,2.8435818489682123e-05,3.287856519171816e-06,5.50180271970362e-06,8.789659238875435e-06,32
EIBFS new2,62,120,1.413e-05,89.5234,89.5234,2.92987931484455e-06,2.7789584856413497e-05,3.090441916799025e-06,5.506773159888212e-06,8.597215076687236e-06,32
EIBFS old,62,120,2.9861e-05,89.543,89.543,2.937718626105044e-06,2.787408829888811e-05,3.1155680480093872e-06,5.50465010754806e-06,8.620218155557447e-06,32
EIBFS new,62,120,2.4168e-05,89.4609,89.4609,2.9283935856375648e-06,2.784570393116656e-05,3.0983085897579032e-06,5.494546876117568e-06,8.59285546587547e-06,32
EIBFS old,62,120,7.1241e-05,89.4102,89.4102,2.9352677107676097e-06,2.7859908713981834e-05,3.1100747102802417e-06,5.502951665675937e-06,8.613026375956178e-06,32
EIBFS new2,62,120,1.336e-05,89.7109,89.7109,2.9397251364408816e-06,2.7906699813446565e-05,3.127775002213784e-06,5.498330904700311e-06,8.626105906914095e-06,32
EIBFS old,62,120,3.2589e-05,89.6562,89.6562,2.9519132048113204e-06,2.8348914668140203e-05,3.2721906733060475e-06,5.510994287482163e-06,8.78318496078821e-06,32
EIBFS new,62,120,2.1557e-05,89.5,89.5,2.8998405378571547e-06,2.75710715034012e-05,3.015199078824915e-06,5.49387249478599e-06,8.509071573610905e-06,32
EIBFS new2,62,120,1.4063e-05,89.5312,89.5312,2.928969921052776e-06,2.7741812953757607e-05,3.081591631932945e-06,5.51295498876101e-06,8.594546620693956e-06,32
EIBFS old,62,120,2.8878e-05,89.5039,89.5039,2.94692862178966e-06,2.823267919650541e-05,3.2312803628004906e-06,5.501078384199332e-06,8.732358746999823e-06,32
EIBFS new,62,120,2.2662e-05,89.668,89.668,2.9447293541375e-06,2.8665931418201167e-05,3.3640824134862496e-06,5.5080969454650135e-06,8.872179358951264e-06,32
EIBFS new2,62,120,1.3496e-05,89.6953,89.6953,2.9514685043314645e-06,2.799669846483151e-05,3.154291134538356e-06,5.506273618161117e-06,8.660564752699474e-06,32
EIBFS new,62,120,2.1955e-05,89.4961,89.4961,2.941859782620917e-06,2.7931894950110453e-05,3.135387508311493e-06,5.496982142037154e-06,8.632369650348648e-06,32
EIBFS old,62,120,3.0662e-05,89.4336,89.4336,2.928338287833129e-06,2.8300141846432468e-05,3.253642880690459e-06,5.514153888906037e-06,8.767796769596497e-06,32
EIBFS new2,62,120,1.356e-05,89.6133,89.6133,2.925553495715567e-06,2.836009427023837e-05,3.2753270647048124e-06,5.512393004318028e-06,8.78772006902284e-06,32
EIBFS new,62,120,2.4746e-05,89.4297,89.4297,2.937635017144048e-06,2.78819361883894e-05,3.120705274341218e-06,5.4992675454386135e-06,8.61997281977983e-06,32
EIBFS new2,62,120,1.3782e-05,89.5391,89.5391,2.943939623780576e-06,2.845016496511109e-05,3.2942990243261736e-06,5.504949832584316e-06,8.79924885691049e-06,32
EIBFS old,62,120,3.018e-05,89.4141,89.4141,2.934180489628851e-06,2.859521271037348e-05,3.3423471183209943e-06,5.510045158200683e-06,8.852392276521676e-06,32
EIBFS new,62,120,2.4492e-05,89.5742,89.5742,2.93910589980482e-06,2.854365784463119e-05,3.328275162617876e-06,5.512230653256723e-06,8.840505815874598e-06,32
EIBFS new2,62,120,1.2836e-05,89.4727,89.4727,2.959646503626043e-06,2.852594719803771e-05,3.3334798890029965e-06,5.531575406638467e-06,8.865055295641462e-06,32
EIBFS old,62,120,3.0742e-05,89.5078,89.5078,2.944298300499058e-06,2.855659579354265e-05,3.335446835022252e-06,5.509345799782751e-06,8.844792634805002e-06,32
EIBFS new,62,120,2.2966e-05,89.6875,89.6875,2.9422016780996207e-06,2.85267817725638e-05,3.326681272453925e-06,5.5095955706462975e-06,8.836276843100224e-06,32
EIBFS new2,62,120,1.2892e-05,89.707,89.707,2.939047399257229e-06,2.7881902504487863e-05,3.123875554650324e-06,5.500241651806448e-06,8.624117206456772e-06,32
EIBFS old,62,120,3.1208e-05,89.5039,89.5039,2.939743507528726e-06,2.834620686946219e-05,3.265748168152123e-06,5.512155721997658e-06,8.777903890149781e-06,32
EIBFS new,62,120,2.2553e-05,89.4766,89.4766,2.940733517843297e-06,2.787715386001273e-05,3.119569162324254e-06,5.509495662300879e-06,8.629064824625133e-06,32
EIBFS new2,62,120,1.3344e-05,89.6875,89.6875,2.9253582641884854e-06,2.773284331740348e-05,3.0746405152645706e-06,5.509308334153218e-06,8.583948849417788e-06,32
EIBFS old,62,120,3.0386e-05,89.582,89.582,2.9748671589235227e-06,2.8218203994630155e-05,3.22568535832124e-06,5.503538627205274e-06,8.729223985526514e-06,32
EIBFS new,62,120,2.3702e-05,89.6094,89.6094,2.946348042794489e-06,2.791214608346418e-05,3.132522228242729e-06,5.513017431476896e-06,8.645539659719624e-06,32
EIBFS new2,62,120,1.3264e-05,89.4336,89.4336,2.939118674963155e-06,2.7855172338315707e-05,3.11438110261325e-06,5.509945249855264e-06,8.624326352468515e-06,32
