implementation,nodes,arcs,time(s),memPeak(MB),memAvg(MB),CO2e(kg),CO2eRate(kg/s),cpuEnergy(kW),ramEnergy(kW),totEnergy(kW),cpuCount
HPF-L-L,192881,8192046,0.175,382.25,278.19,7.704828984436132e-05,3.5244112915383434e-05,0.0001115977717781,0.0001144868712741,0.0002260846430522,8
HPF-L-L,192881,8200770,0.188,382.5,279.4,7.694857621402762e-05,3.5190986387673506e-05,0.0001112792534677,0.0001145127974897,0.0002257920509575,8
HPF-L-L,192859,7474342,0.163,350.5,255.64,6.97231359508376e-05,3.5197781448462704e-05,0.0001008514495699,0.0001037388188937,0.0002045902684637,8
HPF-L-L,192881,7094782,0.095,332.24,238.59,6.246787095389324e-05,3.521763543067542e-05,9.041318455271093e-05,9.288778598636328e-05,0.000183300970539,8
HPF-L-L,76570,2326702,0.013,110.31,94.21,2.2067709456296788e-05,3.506551276783331e-05,3.181284072803145e-05,3.294096789623069e-05,6.475380862426214e-05,8
HPF-L-L,192857,9821482,0.331,453.89,335.97,9.511173495779776e-05,3.526029435235454e-05,0.0001378163941419,0.0001412722487267,0.0002790886428687,8
HPF-L-L,192881,7932216,0.126,369.05,264.18,7.012989174968209e-05,3.533139044958229e-05,0.0001018354700794,0.0001039483516712,0.0002057838217506,8
HPF-L-L,192881,10329030,0.273,473.01,345.7,9.523038358082184e-05,3.522874297009286e-05,0.0001378652222365,0.0001415715741296,0.0002794367963661,8
HPF-L-L,192881,7336978,0.149,345.19,247.03,6.623726364930894e-05,3.525569586583243e-05,9.597100205451652e-05,9.839058778952107e-05,0.000194361589844,8
HPF-L-L,192881,7209104,0.102,338.95,243.07,6.622178570398901e-05,3.5241755417678935e-05,9.59122220074958e-05,9.840395053072086e-05,0.0001943161725382,8
HPF-L-L,192879,8856946,0.31,409.65,302.37,8.437172423675116e-05,3.52613332873422e-05,0.0001222624936432,0.0001253114784241,0.0002475739720674,8
HPF-L-L,192881,7097152,0.098,332.44,238.31,6.271572978581649e-05,3.530842644976856e-05,9.101193808726954e-05,9.301633056128792e-05,0.0001840282686485,8
HPF-L-L,192881,6409486,0.325,304.15,228.86,6.546195709732213e-05,3.5014449769219766e-05,9.418108145591714e-05,9.790550779542572e-05,0.0001920865892513,8
HPF-L-L,192881,7980326,0.131,372.48,271.03,7.364096370215983e-05,3.532630190460134e-05,0.0001069175194228,0.000109168924887,0.0002160864443099,8
HPF-L-L,192881,8907790,0.16,413.77,299.06,8.071558299877616e-05,3.526325887635056e-05,0.0001169741627459,0.0001198715064817,0.0002368456692276,8
HPF-L-L,192881,9411132,0.355,435.67,323.83,9.138731670015346e-05,3.524038908004307e-05,0.0001323463992103,0.0001358135939237,0.0002681599931341,8
HPF-L-L,22736,483884,0.037,89.29,89.29,7.59597830728873e-06,3.5130258481225563e-05,1.0986579900364862e-05,1.1302481254728036e-05,2.22890611550929e-05,8
HPF-L-L,192881,7104822,0.098,333.0,239.29,6.159827578569477e-05,3.471556243354398e-05,8.783040165315226e-05,9.291889494741807e-05,0.0001807492966005,8
HPF-H-F,311472,2119835,0.227,132.89,101.35,0.0001039855060325,3.541224069117484e-05,0.0001513377088478,0.0001537894531107,0.0003051271619585,8
HPF-H-F,307925,2073051,0.202,130.38,98.76,9.340367301906114e-05,3.543496406004863e-05,0.0001360247952086,0.0001380518405861,0.0002740766357948,8
HPF-H-F,158462,789909,0.032,91.08,91.08,1.8276226235168863e-05,3.533455183885291e-05,2.6558214857665824e-05,2.7070153702722164e-05,5.362836856038799e-05,8
HPF-H-F,312807,2141643,0.215,133.94,102.31,0.0001003678149339,3.5391146961477086e-05,0.0001459850031767,0.0001485266811074,0.0002945116842842,8
HPF-H-F,313416,2138608,0.238,133.98,102.18,0.0001046721243072,3.541621888878065e-05,0.000152353772994,0.0001547881494201,0.0003071419224141,8
HPF-H-F,237215,1434962,0.115,93.51,91.32,5.051412682555072e-05,3.5390601442057905e-05,7.348265517496608e-05,7.474215754342311e-05,0.0001482248127183,8
HPF-H-F,314478,2153113,0.236,134.75,102.36,0.0001005724956906,3.543057018829549e-05,0.0001464479541027,0.0001486643298303,0.000295112283933,8
HPF-H-F,300204,1979505,0.242,125.25,96.6,9.667864766810128e-05,3.5936354101543195e-05,0.0001427929886787,0.0001408934837007,0.0002836864723795,8
HPF-H-F,289055,1878030,0.172,119.29,92.14,8.037956926023136e-05,3.5992365537365456e-05,0.0001189047015125,0.0001169549945508,0.0002358596960634,8
HPF-H-F,317868,2179791,0.177,136.25,102.79,0.0001048884713347,3.572013685402528e-05,0.0001539885629129,0.0001537881917678,0.0003077767546808,8
HPF-H-F,311309,2097522,0.247,131.87,99.71,0.0001021558034987,3.4784865561313485e-05,0.0001459468389796,0.0001538113829925,0.0002997582219721,8
HPF-H-F,302434,1995091,0.208,126.18,96.4,8.991803660152776e-05,3.471764547023297e-05,0.0001282065106206,0.0001356421387144,0.0002638486493351,8
HPF-H-F,301667,1985679,0.203,125.66,95.3,9.155201330780148e-05,3.473458727612885e-05,0.0001306031025379,0.0001380401637983,0.0002686432663362,8
