implementation,nodes,arcs,time(s),memPeak(MB),memAvg(MB),CO2e(kg),CO2eRate(kg/s),cpuEnergy(kW),ramEnergy(kW),totEnergy(kW),cpuCount
MBK2,62,120,3.2487e-05,89.707,89.707,2.9238153388539496e-06,2.8870157469901705e-05,3.434442192001841e-06,5.511731111529628e-06,8.946173303531469e-06,32
BK,62,120,2.5392e-05,89.7188,89.7188,2.913276779444086e-06,2.8443022426132872e-05,3.297842360493186e-06,5.515315323421533e-06,8.813157683914718e-06,32
MBK,62,120,2.307e-05,89.5664,89.5664,2.914098847454296e-06,2.8287843775474104e-05,3.3423471183235964e-06,5.658071860482039e-06,9.000418978805634e-06,32
MBK2,62,120,3.1363e-05,89.5703,89.5703,2.9639515283419487e-06,2.871626880907967e-05,3.376255478783341e-06,5.503688489723402e-06,8.879943968506742e-06,32
MBK,62,120,2.2198e-05,89.5742,89.5742,2.9201661935833208e-06,2.8569564161448088e-05,3.335226279294057e-06,5.509545616473588e-06,8.844771895767645e-06,32
BK,62,120,2.4248e-05,89.4219,89.4219,2.917721636674847e-06,2.776632080734545e-05,3.073724958977536e-06,5.487815551344966e-06,8.561540510322503e-06,32
MBK,62,120,2.2709e-05,89.4609,89.4609,3.0025750037323603e-06,2.8422983439757547e-05,3.2974354157236374e-06,5.5130923627359605e-06,8.810527778459598e-06,32
MBK2,62,120,3.1358e-05,89.5234,89.5234,2.926751526589236e-06,2.829629849757578e-05,3.2470814865515063e-06,5.500678750817656e-06,8.747760237369162e-06,32
BK,62,120,2.5761e-05,89.4219,89.4219,2.925565667474393e-06,2.8247154395473304e-05,3.2412153707431224e-06,5.510619631186842e-06,8.751835001929963e-06,32
MBK,62,120,2.2499e-05,89.5586,89.5586,2.94699478812926e-06,2.850962379329122e-05,3.3224598801825933e-06,5.507485006849322e-06,8.829944887031915e-06,32
BK,62,120,2.4478e-05,89.5664,89.5664,2.988129386962431e-06,2.834733694222265e-05,3.26257788783868e-06,5.505561771200008e-06,8.768139659038689e-06,32
MBK,62,120,2.2314e-05,89.4961,89.4961,2.924868326084846e-06,2.858198360472103e-05,3.337786281330801e-06,5.512830103329236e-06,8.850616384660037e-06,32
BK,62,120,2.3946e-05,89.543,89.543,2.9314104845618386e-06,2.781964675931337e-05,3.0984441454218192e-06,5.503263879255371e-06,8.601708024677191e-06,32
MBK2,62,120,3.1201e-05,89.3672,89.3672,2.9515886827217454e-06,2.850923400622928e-05,3.316932653547877e-06,5.516401826677964e-06,8.833334480225841e-06,32
BK,62,120,2.5746e-05,89.8086,89.8086,2.9697160294093555e-06,2.8560054451930176e-05,3.3328190551448755e-06,5.511606226097854e-06,8.84442528124273e-06,32
MBK,62,120,2.2055e-05,89.7031,89.7031,2.94344839545834e-06,2.8551997997015308e-05,3.3225954358465093e-06,5.499579759018048e-06,8.822175194864558e-06,32
MBK2,62,120,3.1872e-05,89.4648,89.4648,2.9199961902584924e-06,2.773642591705345e-05,3.073555514397641e-06,5.494659273006164e-06,8.568214787403805e-06,32
BK,62,120,2.4651e-05,89.4805,89.4805,2.9612283395001726e-06,2.854040820770492e-05,3.3296315525913056e-06,5.506473434851956e-06,8.83610498744326e-06,32
MBK,62,120,2.2747e-05,89.4922,89.4922,2.9372473173225303e-06,2.8462205531513968e-05,3.3066584786620168e-06,5.517500818477572e-06,8.824159297139589e-06,32
MBK2,62,120,3.2528e-05,89.4219,89.4219,2.9216155361494367e-06,2.9074988493828183e-05,3.508972807181321e-06,5.512755172070172e-06,9.021727979251491e-06,32
BK,62,120,2.6018e-05,89.4766,89.4766,2.9342246556320102e-06,2.8561642788312164e-05,3.330818220209641e-06,5.5087838153397686e-06,8.83960203554941e-06,32
MBK2,62,120,3.1227e-05,89.4883,89.4883,2.9065735499774027e-06,2.7651510079713893e-05,3.039664098397621e-06,5.489164314008122e-06,8.528828412405743e-06,32
BK,62,120,2.5771e-05,89.543,89.543,2.913128406731259e-06,2.8577987878105312e-05,3.340617672493995e-06,5.50426296270956e-06,8.844880635203556e-06,32
MBK2,62,120,3.0391e-05,89.5234,89.5234,2.943518333328608e-06,2.742848992764416e-05,1.68354856909525e-07,2.660434353074948e-07,4.343982922170198e-07,32
BK,62,120,2.6168e-05,89.5039,89.5039,2.932278280905496e-06,2.858219594942692e-05,3.339583504992361e-06,5.501440551951475e-06,8.841024056943836e-06,32
MBK,62,120,2.1386e-05,89.5547,89.5547,2.935222971830457e-06,2.866365739750598e-05,3.356452962940959e-06,5.498318416157133e-06,8.854771379098092e-06,32
MBK2,62,120,3.2654e-05,89.5586,89.5586,2.9303825815021285e-06,2.850524753585193e-05,3.3059295891785245e-06,5.495558448114934e-06,8.801488037293459e-06,32
BK,62,120,2.5862e-05,89.4688,89.4688,2.944938841808076e-06,2.8240874114317804e-05,3.230940918093339e-06,5.511144150000291e-06,8.74208506809363e-06,32
MBK,62,120,2.1548e-05,89.4844,89.4844,2.92146506692844e-06,2.824030123339493e-05,3.2376381456714065e-06,5.505948916038506e-06,8.743587061709913e-06,32
MBK2,62,120,3.1346e-05,89.5859,89.5859,2.9288559206958484e-06,2.851981919484676e-05,3.3192723776359623e-06,5.509420731041815e-06,8.828693108677776e-06,32
BK,62,120,2.4123e-05,89.7031,89.7031,2.930193288992784e-06,2.8601643780084925e-05,3.3448901759006167e-06,5.511393920863838e-06,8.856284096764456e-06,32
MBK,62,120,2.294e-05,89.5312,89.5312,2.9510461984837086e-06,2.865602134392372e-05,3.3610643555143094e-06,5.496420157594173e-06,8.857484513108482e-06,32
BK,62,120,2.4221e-05,89.4648,89.4648,2.935459300041027e-06,2.8600617480853786e-05,3.3537404607666965e-06,5.516152055814416e-06,8.869892516581113e-06,32
BK,62,120,2.4877e-05,89.707,89.707,2.919791444294793e-06,2.8262344812150795e-05,3.2406050924777e-06,5.511843508418224e-06,8.752448600895924e-06,32
MBK,62,120,2.2307e-05,89.4023,89.4023,2.9253266192568584e-06,2.805786678384957e-05,3.1834017133816617e-06,5.511081707284404e-06,8.694483420666065e-06,32
MBK2,62,120,3.1474e-05,89.5938,89.5938,2.923452898900125e-06,2.8710590096540223e-05,3.3814940940818383e-06,5.519049397831567e-06,8.900543491913405e-06,32
BK,62,120,2.4275e-05,89.5586,89.5586,2.948133212545752e-06,2.870204281660133e-05,3.3785440917283305e-06,5.515152972360226e-06,8.893697064088557e-06,32
MBK,62,120,2.3832e-05,89.6367,89.6367,2.965425264111318e-06,2.8366986241665865e-05,3.268172614541432e-06,5.504000703302836e-06,8.772173317844268e-06,32
BK,62,120,2.4967e-05,89.3945,89.3945,2.9292369482634027e-06,2.869965406081385e-05,3.372508531343521e-06,5.506373526506536e-06,8.878882057850058e-06,32
MBK,62,120,2.163e-05,89.5469,89.5469,2.917033251624849e-06,2.9464582862707248e-05,7.048785083466069e-06,1.0776913403651634e-05,1.7825698487117703e-05,32
MBK2,62,120,3.2245e-05,89.4023,89.4023,2.931648974358089e-06,2.777904370045913e-05,3.090764139273422e-06,5.511643691727386e-06,8.602407831000809e-06,32
BK,62,120,2.5583e-05,89.5586,89.5586,2.9397416104008054e-06,2.7806789443647576e-05,3.1108888776006094e-06,5.515265369248823e-06,8.626154246849433e-06,32
BK,62,120,2.4287e-05,89.3711,89.3711,2.920736378479461e-06,2.7676580222073045e-05,1.7142374823808648e-07,2.63108627660813e-07,4.345323758988995e-07,32
MBK,62,120,2.2765e-05,89.6445,89.6445,2.939642290625459e-06,2.8685436318971053e-05,3.3726610314602223e-06,5.512880057501946e-06,8.885541088962168e-06,32
BK,62,120,2.6312e-05,89.4648,89.4648,2.950130000216776e-06,2.840662072994056e-05,3.2830242930811937e-06,5.507347632874372e-06,8.790371925955564e-06,32
MBK2,62,120,3.3708e-05,89.6914,89.6914,2.9189882711793506e-06,2.772829621338236e-05,3.072046624301439e-06,5.49321060199759e-06,8.565257226299028e-06,32
MBK,62,120,2.2607e-05,89.5039,89.5039,2.9419551936127533e-06,2.7898256025047923e-05,3.124739999790793e-06,5.507909617317353e-06,8.632649617108146e-06,32
MBK,62,120,2.2275e-05,89.375,89.375,2.938525453590559e-06,2.7941666434134425e-05,3.1297247259920447e-06,5.492860922788623e-06,8.622585648780668e-06,32
MBK2,62,120,3.2104e-05,89.5352,89.5352,2.9525473243616816e-06,2.802252198956273e-05,3.161140862240064e-06,5.502589497923794e-06,8.663730360163857e-06,32
BK,62,120,2.5155e-05,89.4688,89.4688,2.925209921938809e-06,2.778727157031314e-05,3.08569469077008e-06,5.497818874430038e-06,8.583513565200118e-06,32
MBK,62,120,2.261e-05,89.6797,89.6797,2.9240274726013045e-06,2.7783778922566686e-05,3.083473855663988e-06,5.496570020112301e-06,8.580043875776289e-06,32
MBK2,62,120,3.1454e-05,89.6797,89.6797,2.926971048999448e-06,2.7783613498925183e-05,3.086254135670208e-06,5.502427146862488e-06,8.588681282532696e-06,32
BK,62,120,2.6073e-05,89.3555,89.3555,2.912823814790171e-06,2.768510013204275e-05,3.0528716089550656e-06,5.49429710525402e-06,8.547168714209085e-06,32
MBK,62,120,2.1875e-05,89.3672,89.3672,2.916624655305629e-06,2.7734171997984576e-05,3.065960230544396e-06,5.492361381061528e-06,8.558321611605923e-06,32
MBK2,62,120,3.2413e-05,89.5547,89.5547,2.9096291503291444e-06,2.8711365251204387e-05,3.380239648638484e-06,5.511706134443272e-06,8.891945783081755e-06,32
BK,62,120,2.4576e-05,89.6758,89.6758,2.923850585844215e-06,2.77551866659622e-05,3.077946906800133e-06,5.5015779259264265e-06,8.57952483272656e-06,32
MBK,62,120,2.1267e-05,89.6875,89.6875,2.938760105908835e-06,2.867658206609432e-05,3.37084714111674e-06,5.5074974953925e-06,8.87834463650924e-06,32
MBK2,62,120,3.1106e-05,89.4609,89.4609,2.9401865755726827e-06,2.787694646310769e-05,3.1189758285116165e-06,5.508484090303512e-06,8.627459918815128e-06,32
MBK,62,120,2.1973e-05,89.5781,89.5781,2.930563088659869e-06,2.7824762899218445e-05,3.101852203701849e-06,5.497369286875653e-06,8.599221490577503e-06,32
MBK2,62,120,3.4851e-05,89.5039,89.5039,2.910035886763056e-06,2.76421281057572e-05,3.040020209794936e-06,5.498967820402357e-06,8.538988030197292e-06,32
MBK,62,120,2.2349e-05,89.5586,89.5586,2.914120095894139e-06,2.7687570250580857e-05,3.053752998555259e-06,5.497219424357525e-06,8.550972422912783e-06,32
MBK2,62,120,3.1206e-05,89.5352,89.5352,2.913620694234677e-06,2.767530234619412e-05,3.050938829636529e-06,5.49856818702068e-06,8.54950701665721e-06,32
BK,62,120,2.404e-05,89.5156,89.5156,2.9176988679328355e-06,2.763056644780746e-05,3.045971047888063e-06,5.515502651569193e-06,8.561473699457255e-06,32
MBK2,62,120,3.1019e-05,89.4258,89.4258,2.9292487982261168e-06,2.774457965091648e-05,3.084508023158683e-06,5.510856913507212e-06,8.595364936665895e-06,32
BK,62,120,2.3383e-05,89.4961,89.4961,3.0994385440187927e-06,2.940701263582592e-05,3.59031898336526e-06,5.504437802314044e-06,9.094756785679304e-06,32
MBK,62,120,2.2773e-05,89.4102,89.4102,2.933013966115663e-06,2.7870935476868054e-05,3.1108547109068296e-06,5.495558448114934e-06,8.606413159021764e-06,32
MBK2,62,120,3.2004e-05,89.5,89.5,2.9520536413706243e-06,2.936529608883828e-05,3.579281752312536e-06,5.5060862900134565e-06,9.085368042325993e-06,32
BK,62,120,2.4339e-05,89.5508,89.5508,2.915950622500683e-06,2.766986197121136e-05,3.0524304974952066e-06,5.503913283500595e-06,8.556343780995801e-06,32
MBK2,62,120,3.264e-05,89.6602,89.6602,2.948124728018814e-06,2.796630865751344e-05,3.1447291824471257e-06,5.50602384729757e-06,8.650753029744697e-06,32
BK,62,120,2.6314e-05,89.418,89.418,2.936364242579631e-06,2.7837055837074887e-05,3.1070230411753275e-06,5.5092209143509765e-06,8.616243955526304e-06,32
MBK,62,120,2.1885e-05,89.6719,89.6719,2.937251489047883e-06,2.778611806548263e-05,3.102208315099164e-06,5.516639108998334e-06,8.618847424097499e-06,32
MBK2,62,120,3.2753e-05,89.6875,89.6875,2.9429627246183475e-06,2.795141510583416e-05,3.136201120065852e-06,5.499404919413565e-06,8.635606039479415e-06,32
BK,62,120,2.5335e-05,89.5039,89.5039,2.9114770240128763e-06,2.839103324037646e-05,3.280159290783291e-06,5.512817614786059e-06,8.792976905569351e-06,32
MBK,62,120,2.1879e-05,89.4961,89.4961,2.922754064080064e-06,2.776916277876325e-05,3.078913018678131e-06,5.497394263962008e-06,8.57630728264014e-06,32
MBK2,62,120,3.2611e-05,89.5078,89.5078,2.947204125552568e-06,2.7924040400607294e-05,3.135421397230942e-06,5.512630286638398e-06,8.64805168386934e-06,32
BK,62,120,2.5976e-05,89.4336,89.4336,2.8976750291064227e-06,2.754611133210004e-05,3.0080954620190226e-06,5.494621807376632e-06,8.502717269395655e-06,32
MBK,62,120,2.2523e-05,89.5,89.5,2.919229296116208e-06,2.8409980513374407e-05,3.2829904041617453e-06,5.511144150000291e-06,8.794134554162037e-06,32
MBK2,62,120,3.195e-05,89.5586,89.5586,2.9056250649344337e-06,2.758130365354356e-05,3.023455752093618e-06,5.502589497923794e-06,8.526045250017411e-06,32
MBK,62,120,2.2374e-05,89.625,89.625,2.933264152034681e-06,2.8431551380623288e-05,3.291416799798552e-06,5.508658929907995e-06,8.800075729706547e-06,32
MBK,62,120,2.2602e-05,89.4844,89.4844,2.923530333974303e-06,2.775089048243077e-05,3.074284681651996e-06,5.504300428339094e-06,8.578585109991089e-06,32
MBK2,62,120,3.0925e-05,89.5078,89.5078,2.9201207068936856e-06,2.769508402995436e-05,3.061619671514137e-06,5.5069604880358725e-06,8.568580159550009e-06,32
BK,62,120,2.4792e-05,89.3711,89.3711,2.923620113548981e-06,2.7786014118383093e-05,3.083439966751478e-06,5.495408585596806e-06,8.578848552348284e-06,32
MBK,62,120,2.281e-05,89.5625,89.5625,2.9217572868512503e-06,2.7761893411238985e-05,3.07643773892613e-06,5.4969446764076224e-06,8.573382415333752e-06,32
MBK2,62,120,3.0382e-05,89.5859,89.5859,2.9296826490678064e-06,2.777842252686336e-05,3.088203859455408e-06,5.508434136130802e-06,8.596637995586208e-06,32
BK,62,120,2.6041e-05,89.4375,89.4375,2.941622831229857e-06,2.784291870241241e-05,3.1174330494959657e-06,5.514241308708279e-06,8.631674358204244e-06,32
MBK,62,120,2.1931e-05,89.6797,89.6797,2.9709659240643555e-06,2.821220680238723e-05,3.2224303557204514e-06,5.49534614288092e-06,8.717776498601371e-06,32
MBK2,62,120,3.2411e-05,89.5,89.5,2.934807571905821e-06,2.7886652435201826e-05,3.1139572133839777e-06,5.49771896608462e-06,8.611676179468597e-06,32
MBK,62,120,2.2298e-05,89.5312,89.5312,2.9137679485913825e-06,2.7603998251430045e-05,3.0436654904833493e-06,5.506273618161117e-06,8.549939108644467e-06,32
BK,62,120,2.7659e-05,89.4688,89.4688,2.9023269456591542e-06,2.758014467787396e-05,3.020471860820661e-06,5.495895638780724e-06,8.516367499601386e-06,32
MBK2,62,120,3.2581e-05,89.5352,89.5352,2.917411575138244e-06,2.7684539385356124e-05,3.057279390268619e-06,5.503351299057613e-06,8.560630689326232e-06,32
BK,62,120,2.5577e-05,89.543,89.543,2.918480320795823e-06,2.770307986945124e-05,3.0615518936891184e-06,5.502214841628473e-06,8.56376673531759e-06,32
MBK,62,120,2.2099e-05,89.7031,89.7031,2.9507578302426808e-06,2.795177554885133e-05,3.149408352859373e-06,5.509071051832848e-06,8.658479404692221e-06,32
BK,62,120,2.3426e-05,89.5273,89.5273,2.95435269757423e-06,2.803642120935339e-05,3.169210868701755e-06,5.499817041338417e-06,8.669027910040172e-06,32
MBK,62,120,2.145e-05,89.3789,89.3789,2.923163877247408e-06,2.778388152580029e-05,3.0867969138745344e-06,5.490712893362116e-06,8.577509807236651e-06,32
MBK2,62,120,3.3852e-05,89.3555,89.3555,2.9358602402930737e-06,2.7867866007876127e-05,3.112787490232305e-06,5.501977559308102e-06,8.614765049540408e-06,32
BK,62,120,2.8687e-05,89.4688,89.4688,2.9115764310335577e-06,2.7655195798265725e-05,3.044428268872412e-06,5.4990802172909526e-06,8.543508486163365e-06,32
MBK2,62,120,3.1842e-05,89.5234,89.5234,2.9163829388423085e-06,2.7666390638809338e-05,3.052125497254865e-06,5.505486839940944e-06,8.557612337195809e-06,32
BK,62,120,2.5992e-05,89.3711,89.3711,2.9190471538931884e-06,2.7652262736555567e-05,3.0516507746464194e-06,5.513779232610716e-06,8.565430007257136e-06,32
MBK,62,120,2.2305e-05,89.6836,89.6836,2.914709642154801e-06,2.770107814179675e-05,3.0569066121963195e-06,5.495795730435304e-06,8.552702342631623e-06,32
MBK2,62,120,3.1337e-05,89.6406,89.6406,2.927111631660721e-06,2.779469793557105e-05,3.0930358077621567e-06,5.496057989842029e-06,8.589093797604187e-06,32
BK,62,120,2.5598e-05,89.4219,89.4219,2.9439219250002915e-06,2.796280483023629e-05,3.139490289370828e-06,5.498930354772824e-06,8.638420644143652e-06,32
MBK,62,120,2.2364e-05,89.5586,89.5586,2.9296226791012087e-06,2.771751358261508e-05,3.075776627288473e-06,5.520685396987802e-06,8.596462024276275e-06,32
MBK2,62,120,3.2581e-05,89.5898,89.5898,2.959075004264358e-06,2.8069676579434125e-05,3.1768233747855867e-06,5.506061312927102e-06,8.682884687712688e-06,32
BK,62,120,2.4942e-05,89.3672,89.3672,2.954746875372146e-06,2.7999048041373293e-05,3.1621750297347595e-06,5.508009525662772e-06,8.670184555397532e-06,32
MBK,62,120,2.2031e-05,89.5273,89.5273,2.9331682281641737e-06,2.7787350238766923e-05,3.093323863556652e-06,5.5135419502903465e-06,8.606865813846997e-06,32
MBK2,62,120,3.0255e-05,89.6914,89.6914,2.9150158369395627e-06,2.7675705753456403e-05,3.052210219546548e-06,5.501390597778766e-06,8.553600817325314e-06,32
BK,62,120,2.5357e-05,89.582,89.582,2.9144882069004883e-06,2.772749748601189e-05,3.0622638386920698e-06,5.48978874116699e-06,8.55205257985906e-06,32
MBK,62,120,2.1634e-05,89.6758,89.6758,2.8989873656347994e-06,2.7529199098071028e-05,3.0043657368306054e-06,5.502202353085295e-06,8.506568089915902e-06,32
MBK2,62,120,3.0621e-05,89.543,89.543,2.933731853174344e-06,2.786323818372484e-05,3.109464432014819e-06,5.499055240204598e-06,8.608519672219417e-06,32
BK,62,120,2.7153e-05,89.5195,89.5195,2.928280610168129e-06,2.7775991615143524e-05,3.086050524396533e-06,5.506473434851956e-06,8.592523959248488e-06,32
MBK,62,120,2.1936e-05,89.4922,89.4922,2.93551249599207e-06,2.841413325519902e-05,3.284262071849564e-06,5.507559938108386e-06,8.79182200995795e-06,32
MBK2,62,120,3.0629e-05,89.3633,89.3633,2.947877314186298e-06,2.8635090450058955e-05,3.347670733684638e-06,5.498355881786666e-06,8.846026615471305e-06,32
BK,62,120,2.449e-05,89.7148,89.7148,2.908713406084248e-06,2.7640708493138065e-05,3.036714096037174e-06,5.4983933474161975e-06,8.53510744345337e-06,32
MBK,62,120,2.1784e-05,89.5391,89.5391,2.927780401022715e-06,2.773605810823652e-05,3.0761155164413245e-06,5.514940667126212e-06,8.591056183567536e-06,32
MBK2,62,120,3.1625e-05,89.5586,89.5586,2.916683171801297e-06,2.773290508916878e-05,3.0655699524567703e-06,5.49292336550451e-06,8.558493317961281e-06,32
MBK,62,120,2.3078e-05,89.5117,89.5117,2.9143759995999973e-06,2.766844104760413e-05,3.05034521805303e-06,5.501378109235588e-06,8.551723327288619e-06,32
BK,62,120,2.5104e-05,89.7266,89.7266,2.924191566177533e-06,2.772416405085239e-05,3.071978846469481e-06,5.508546533019399e-06,8.580525379488879e-06,32
MBK,62,120,2.2252e-05,89.6797,89.6797,2.914262070219605e-06,2.7661724335902715e-05,3.048649661135938e-06,5.502739360441922e-06,8.55138902157786e-06,32
MBK2,62,120,3.1398e-05,89.5039,89.5039,2.9273644414839648e-06,2.7779111997334725e-05,3.086084691086844e-06,5.503750932439288e-06,8.589835623526132e-06,32
MBK,62,120,2.1911e-05,89.6875,89.6875,2.918590936817612e-06,2.772301492801221e-05,3.0659602305513345e-06,5.498131088009472e-06,8.564091318560808e-06,32
MBK2,62,120,3.3471e-05,89.6875,89.6875,2.9371841431015887e-06,2.7808310817397155e-05,3.101885814843497e-06,5.516763994430108e-06,8.618649809273604e-06,32
BK,62,120,2.6181e-05,89.375,89.375,2.922037756504401e-06,2.776531316677073e-05,3.075674682766205e-06,5.498530721391149e-06,8.574205404157353e-06,32
MBK,62,120,2.1994e-05,89.5391,89.5391,2.9341717693583066e-06,2.7835145135178232e-05,3.1041238721871145e-06,5.505686656631781e-06,8.609810528818896e-06,32
MBK2,62,120,3.1156e-05,89.4375,89.4375,2.9130728977497067e-06,2.7613879601607308e-05,3.037629652327678e-06,5.510269951977875e-06,8.547899604305553e-06,32
BK,62,120,2.5513e-05,89.5391,89.5391,2.91927457457883e-06,2.841665955345727e-05,3.286008462125012e-06,5.507947082946884e-06,8.793955545071896e-06,32
MBK2,62,120,3.202e-05,89.5469,89.5469,2.920797114538189e-06,2.7691292827345173e-05,3.061568838134965e-06,5.508996120573784e-06,8.57056495870875e-06,32
BK,62,120,2.4509e-05,89.6797,89.6797,2.9519632717104054e-06,2.793707294475968e-05,3.143491681456556e-06,5.518524879018116e-06,8.662016560474672e-06,32
MBK,62,120,2.3586e-05,89.6602,89.6602,2.9255632296293564e-06,2.7749400281520062e-05,3.0780144068542903e-06,5.506535877567842e-06,8.584550284422133e-06,32
MBK2,62,120,3.2194e-05,89.5117,89.5117,2.9303960097443897e-06,2.781322869368477e-05,3.0956296987183496e-06,5.503101528194066e-06,8.598731226912416e-06,32
BK,62,120,2.5897e-05,89.5469,89.5469,2.915388046061748e-06,2.830387696009609e-05,3.250828433984388e-06,5.508284273612674e-06,8.759112707597062e-06,32
MBK,62,120,2.1973e-05,89.4688,89.4688,2.928303311521554e-06,2.7778908295607283e-05,3.086966358457899e-06,5.505624213915894e-06,8.592590572373792e-06,32
MBK2,62,120,3.1544e-05,89.5508,89.5508,2.930550231279516e-06,2.7743686958023383e-05,3.082507188230388e-06,5.516676574627866e-06,8.599183762858253e-06,32
BK,62,120,2.4955e-05,89.5312,89.5312,2.9248070617543544e-06,2.7772814648399484e-05,3.0822021879900463e-06,5.500129254917852e-06,8.5823314429079e-06,32
MBK,62,120,2.2586e-05,89.6562,89.6562,2.916301453585352e-06,2.773474560002461e-05,3.0634507840951453e-06,5.493922448958699e-06,8.557373233053844e-06,32
MBK2,62,120,3.1758e-05,89.543,89.543,2.913547288604963e-06,2.7643304009502887e-05,3.044241879829324e-06,5.505049740929736e-06,8.54929162075906e-06,32
BK,62,120,2.4968e-05,89.6836,89.6836,2.9415576468692445e-06,2.7854559133812243e-05,3.119789440272913e-06,5.511693645900096e-06,8.631483086173009e-06,32
MBK,62,120,2.2159e-05,89.3672,89.3672,2.919571239531517e-06,2.7640434480323047e-05,3.059907447922061e-06,5.507060396381292e-06,8.566967844303354e-06,32
BK,62,120,2.5467e-05,89.5156,89.5156,2.901587755130989e-06,2.7579993808050297e-05,3.0190646374758656e-06,5.495133837646904e-06,8.514198475122771e-06,32
MBK,62,120,2.2145e-05,89.4336,89.4336,2.9573739155222028e-06,2.810063305839462e-05,3.182859212955136e-06,5.495033929301486e-06,8.677893142256622e-06,32
MBK2,62,120,3.1667e-05,89.5508,89.5508,2.923468335207662e-06,2.7765571386080068e-05,3.07714996172076e-06,5.501253223803815e-06,8.578403185524575e-06,32
BK,62,120,2.5951e-05,89.3633,89.3633,2.9092760266280647e-06,2.7580256571835216e-05,3.025439364791327e-06,5.511318989604774e-06,8.536758354396101e-06,32
MBK,62,120,2.3193e-05,89.5117,89.5117,2.9485783040457115e-06,2.79634015239102e-05,3.144661404615168e-06,5.507422564133436e-06,8.652083968748603e-06,32
MBK2,62,120,3.2476e-05,89.5508,89.5508,2.9319429524022528e-06,2.778383788291456e-05,3.091764140067399e-06,5.511506317752435e-06,8.603270457819835e-06,32
BK,62,120,2.5296e-05,89.4297,89.4297,2.9183392202290145e-06,2.7642247585929647e-05,3.04978577316678e-06,5.513566927376701e-06,8.56335270054348e-06,32
MBK,62,120,2.1471e-05,89.5586,89.5586,2.905197092181816e-06,2.8162054850839063e-05,3.2372142564351947e-06,5.56018665905782e-06,8.797400915493015e-06,32
MBK2,62,120,3.2034e-05,89.418,89.418,2.960003274924826e-06,2.8423662402037137e-05,3.280413457651399e-06,5.501153315458396e-06,8.781566773109795e-06,32
MBK,62,120,2.2317e-05,89.4141,89.4141,2.9586083138190185e-06,2.8043558511922832e-05,3.171245314778637e-06,5.510269951977875e-06,8.681515266756512e-06,32
MBK2,62,120,3.2499e-05,89.5039,89.5039,2.9499354262408266e-06,2.794247054657544e-05,3.141999735820078e-06,5.514066469103796e-06,8.656066204923874e-06,32
BK,62,120,2.5768e-05,89.6445,89.6445,2.956168997623595e-06,2.809147507467145e-05,3.178349487126253e-06,5.49600803566932e-06,8.674357522795574e-06,32
MBK,62,120,2.2331e-05,89.5156,89.5156,2.934651060468945e-06,2.7820437398074165e-05,3.1022083150922253e-06,5.509008609116961e-06,8.611216924209186e-06,32
MBK2,62,120,2.9953e-05,89.5625,89.5625,2.924442744445315e-06,2.847750549395047e-05,3.3144915404792474e-06,5.520348206322012e-06,8.83483974680126e-06,32
BK,62,120,2.5629e-05,89.4609,89.4609,2.926150741185039e-06,2.874442809230674e-05,3.389462711556046e-06,5.510369860323294e-06,8.89983257187934e-06,32
MBK,62,120,2.2025e-05,89.4766,89.4766,2.936434227184214e-06,2.8126540086786168e-05,3.1986603367048505e-06,5.506910533863164e-06,8.705570870568013e-06,32
MBK2,62,120,3.157e-05,89.5898,89.5898,2.942070371181255e-06,2.7946546921962207e-05,3.135268619322562e-06,5.49771896608462e-06,8.632987585407182e-06,32
BK,62,120,2.4459e-05,89.5312,89.5312,2.915341219144884e-06,2.773466913629433e-05,3.064417173750944e-06,5.490138420375957e-06,8.554555594126901e-06,32
BK,62,120,2.4681e-05,89.5625,89.5625,2.956565467720744e-06,2.8469513042097163e-05,3.304420699082322e-06,5.517363444502621e-06,8.821784143584943e-06,32
MBK,62,120,2.1726e-05,89.5039,89.5039,2.9153168463580923e-06,2.765965533219733e-05,3.0496841064084346e-06,5.504799970066188e-06,8.554484076474622e-06,32
MBK2,62,120,3.1691e-05,89.3594,89.3594,2.936072145393406e-06,2.788331848848226e-05,3.1156697147607937e-06,5.499717132992999e-06,8.615386847753793e-06,32
MBK,62,120,2.1405e-05,89.457,89.457,2.918679310850869e-06,2.767584379097695e-05,3.0567032786935067e-06,5.507647357910628e-06,8.564350636604134e-06,32
BK,62,120,2.5499e-05,89.5938,89.5938,2.9312011190657703e-06,2.86198765547952e-05,3.357351574778677e-06,5.511706134443272e-06,8.869057709221949e-06,32
MBK,62,120,2.2848e-05,89.6797,89.6797,2.9308321836680053e-06,2.784805799251389e-05,3.103428593852209e-06,5.49658250865548e-06,8.60001110250769e-06,32
MBK2,62,120,3.1851e-05,89.5078,89.5078,2.9129373510760104e-06,2.7641768909639788e-05,3.0433263235457586e-06,5.50417554290732e-06,8.547501866453078e-06,32
BK,62,120,2.4697e-05,89.4531,89.4531,2.9467906647851554e-06,2.794809112826105e-05,3.1406772347600254e-06,5.506161221272521e-06,8.646838456032546e-06,32
MBK,62,120,2.396e-05,89.6602,89.6602,2.9210019042872824e-06,2.775062962336409e-05,3.073759125671316e-06,5.497406752505186e-06,8.571165878176502e-06,32
MBK2,62,120,3.1585e-05,89.4375,89.4375,2.934618169979771e-06,2.8320516349825984e-05,3.252659546565395e-06,5.503538627205274e-06,8.75619817377067e-06,32
