PV(kW),Load(kW),nScenarios,sol(keuro),time(sec),memAvg(MB),memPeak(MB),gpuAvg(MB),gpuPeak(MB),CO2e(kg),CO2eRate(kg/s),cpuEnergy(kW),gpuEnergy(kW),ramEnergy(kW),totEnergy(kW),country,region,cpuCount
"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.    9.8  19.1  28.   24.3  35.3  51.5  55.  107.2 114.7
 226.4 270.6 248.8 275.7 363.7 528.5 526.5 420.3 534.7 521.7 288.4 651.3
 674.5 720.9 623.9 679.7 611.3 649.6 610.7 632.2 355.6 676.1 614.4 392.2
 512.5 379.  671.2 485.5 546.3 628.3 590.9 631.5 601.3 613.5 615.5 615.
 390.7 299.4 534.7 491.5 479.7 455.8 294.9 249.5 144.3  87.3 103.8 138.9
 258.6 209.5  82.8  66.6  55.2  29.8  30.8  12.1  20.   22.4  19.1   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[100.4 122.4 131.7  92.6  79.8 119.6 123.9 108.3 122.4  83.9  79.1  85.4
  98.3  91.1  91.3  89.4  76.6 100.7  77.   96.3 102.2  76.3 101.4  78.6
 140.2 162.1 170.8 190.1 243.6 309.9 352.8 342.9 288.9 415.6 281.3 225.2
 270.1 344.7 287.1 240.3 302.7 374.6 259.6 243.1 263.9 250.3 287.4 271.4
 278.4 325.6 221.3 221.8 225.4 214.3 260.5 236.1 258.  273.6 305.6 341.
 297.6 311.4 275.1 325.3 361.9 360.5 330.2 371.1 560.1 416.4 549.7 527.4
 461.6 578.8 527.9 411.5 405.8 529.1 590.3 420.6 546.2 499.  517.9 406.7
 658.6 596.8 545.3 511.2 527.2 616.  383.2 389.  364.  332.  292.2 216.3]",9,327.73,13.0,125.67,140.49,-1,-1,5.118566744456649e-05,4.30724607129701e-06,0.0001402924295928,0,9.902900854746502e-06,0.0001501953304476,Italy,emilia-romagna,8
"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.    9.8  19.1  28.   24.3  35.3  51.5  55.  107.2 114.7
 226.4 270.6 248.8 275.7 363.7 528.5 526.5 420.3 534.7 521.7 288.4 651.3
 674.5 720.9 623.9 679.7 611.3 649.6 610.7 632.2 355.6 676.1 614.4 392.2
 512.5 379.  671.2 485.5 546.3 628.3 590.9 631.5 601.3 613.5 615.5 615.
 390.7 299.4 534.7 491.5 479.7 455.8 294.9 249.5 144.3  87.3 103.8 138.9
 258.6 209.5  82.8  66.6  55.2  29.8  30.8  12.1  20.   22.4  19.1   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[100.4 122.4 131.7  92.6  79.8 119.6 123.9 108.3 122.4  83.9  79.1  85.4
  98.3  91.1  91.3  89.4  76.6 100.7  77.   96.3 102.2  76.3 101.4  78.6
 140.2 162.1 170.8 190.1 243.6 309.9 352.8 342.9 288.9 415.6 281.3 225.2
 270.1 344.7 287.1 240.3 302.7 374.6 259.6 243.1 263.9 250.3 287.4 271.4
 278.4 325.6 221.3 221.8 225.4 214.3 260.5 236.1 258.  273.6 305.6 341.
 297.6 311.4 275.1 325.3 361.9 360.5 330.2 371.1 560.1 416.4 549.7 527.4
 461.6 578.8 527.9 411.5 405.8 529.1 590.3 420.6 546.2 499.  517.9 406.7
 658.6 596.8 545.3 511.2 527.2 616.  383.2 389.  364.  332.  292.2 216.3]",10,327.3,15.0,129.43,145.28,-1,-1,5.77918070824492e-05,4.307247397886383e-06,0.00015839888023,0,1.1181004047393798e-05,0.0001695798842774,Italy,emilia-romagna,8
"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.    9.8  19.1  28.   24.3  35.3  51.5  55.  107.2 114.7
 226.4 270.6 248.8 275.7 363.7 528.5 526.5 420.3 534.7 521.7 288.4 651.3
 674.5 720.9 623.9 679.7 611.3 649.6 610.7 632.2 355.6 676.1 614.4 392.2
 512.5 379.  671.2 485.5 546.3 628.3 590.9 631.5 601.3 613.5 615.5 615.
 390.7 299.4 534.7 491.5 479.7 455.8 294.9 249.5 144.3  87.3 103.8 138.9
 258.6 209.5  82.8  66.6  55.2  29.8  30.8  12.1  20.   22.4  19.1   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[100.4 122.4 131.7  92.6  79.8 119.6 123.9 108.3 122.4  83.9  79.1  85.4
  98.3  91.1  91.3  89.4  76.6 100.7  77.   96.3 102.2  76.3 101.4  78.6
 140.2 162.1 170.8 190.1 243.6 309.9 352.8 342.9 288.9 415.6 281.3 225.2
 270.1 344.7 287.1 240.3 302.7 374.6 259.6 243.1 263.9 250.3 287.4 271.4
 278.4 325.6 221.3 221.8 225.4 214.3 260.5 236.1 258.  273.6 305.6 341.
 297.6 311.4 275.1 325.3 361.9 360.5 330.2 371.1 560.1 416.4 549.7 527.4
 461.6 578.8 527.9 411.5 405.8 529.1 590.3 420.6 546.2 499.  517.9 406.7
 658.6 596.8 545.3 511.2 527.2 616.  383.2 389.  364.  332.  292.2 216.3]",11,326.92,16.94,133.64,150.29,-1,-1,6.360163429299474e-05,4.3072483436108e-06,0.0001743227561314,0,1.2305043339729309e-05,0.0001866277994712,Italy,emilia-romagna,8
"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.    9.8  19.1  28.   24.3  35.3  51.5  55.  107.2 114.7
 226.4 270.6 248.8 275.7 363.7 528.5 526.5 420.3 534.7 521.7 288.4 651.3
 674.5 720.9 623.9 679.7 611.3 649.6 610.7 632.2 355.6 676.1 614.4 392.2
 512.5 379.  671.2 485.5 546.3 628.3 590.9 631.5 601.3 613.5 615.5 615.
 390.7 299.4 534.7 491.5 479.7 455.8 294.9 249.5 144.3  87.3 103.8 138.9
 258.6 209.5  82.8  66.6  55.2  29.8  30.8  12.1  20.   22.4  19.1   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[100.4 122.4 131.7  92.6  79.8 119.6 123.9 108.3 122.4  83.9  79.1  85.4
  98.3  91.1  91.3  89.4  76.6 100.7  77.   96.3 102.2  76.3 101.4  78.6
 140.2 162.1 170.8 190.1 243.6 309.9 352.8 342.9 288.9 415.6 281.3 225.2
 270.1 344.7 287.1 240.3 302.7 374.6 259.6 243.1 263.9 250.3 287.4 271.4
 278.4 325.6 221.3 221.8 225.4 214.3 260.5 236.1 258.  273.6 305.6 341.
 297.6 311.4 275.1 325.3 361.9 360.5 330.2 371.1 560.1 416.4 549.7 527.4
 461.6 578.8 527.9 411.5 405.8 529.1 590.3 420.6 546.2 499.  517.9 406.7
 658.6 596.8 545.3 511.2 527.2 616.  383.2 389.  364.  332.  292.2 216.3]",12,326.25,18.64,137.22,155.9,-1,-1,6.957262389115333e-05,4.307242097534592e-06,0.0001906884216599,0,1.3460195660591128e-05,0.0002041486173205,Italy,emilia-romagna,8
"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.    9.8  19.1  28.   24.3  35.3  51.5  55.  107.2 114.7
 226.4 270.6 248.8 275.7 363.7 528.5 526.5 420.3 534.7 521.7 288.4 651.3
 674.5 720.9 623.9 679.7 611.3 649.6 610.7 632.2 355.6 676.1 614.4 392.2
 512.5 379.  671.2 485.5 546.3 628.3 590.9 631.5 601.3 613.5 615.5 615.
 390.7 299.4 534.7 491.5 479.7 455.8 294.9 249.5 144.3  87.3 103.8 138.9
 258.6 209.5  82.8  66.6  55.2  29.8  30.8  12.1  20.   22.4  19.1   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[100.4 122.4 131.7  92.6  79.8 119.6 123.9 108.3 122.4  83.9  79.1  85.4
  98.3  91.1  91.3  89.4  76.6 100.7  77.   96.3 102.2  76.3 101.4  78.6
 140.2 162.1 170.8 190.1 243.6 309.9 352.8 342.9 288.9 415.6 281.3 225.2
 270.1 344.7 287.1 240.3 302.7 374.6 259.6 243.1 263.9 250.3 287.4 271.4
 278.4 325.6 221.3 221.8 225.4 214.3 260.5 236.1 258.  273.6 305.6 341.
 297.6 311.4 275.1 325.3 361.9 360.5 330.2 371.1 560.1 416.4 549.7 527.4
 461.6 578.8 527.9 411.5 405.8 529.1 590.3 420.6 546.2 499.  517.9 406.7
 658.6 596.8 545.3 511.2 527.2 616.  383.2 389.  364.  332.  292.2 216.3]",13,325.9,20.22,140.73,161.05,-1,-1,7.523187599217832e-05,4.30723825282275e-06,0.0002061996200018,0,1.4555076360702514e-05,0.0002207546963625,Italy,emilia-romagna,8
"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.    9.8  19.1  28.   24.3  35.3  51.5  55.  107.2 114.7
 226.4 270.6 248.8 275.7 363.7 528.5 526.5 420.3 534.7 521.7 288.4 651.3
 674.5 720.9 623.9 679.7 611.3 649.6 610.7 632.2 355.6 676.1 614.4 392.2
 512.5 379.  671.2 485.5 546.3 628.3 590.9 631.5 601.3 613.5 615.5 615.
 390.7 299.4 534.7 491.5 479.7 455.8 294.9 249.5 144.3  87.3 103.8 138.9
 258.6 209.5  82.8  66.6  55.2  29.8  30.8  12.1  20.   22.4  19.1   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[100.4 122.4 131.7  92.6  79.8 119.6 123.9 108.3 122.4  83.9  79.1  85.4
  98.3  91.1  91.3  89.4  76.6 100.7  77.   96.3 102.2  76.3 101.4  78.6
 140.2 162.1 170.8 190.1 243.6 309.9 352.8 342.9 288.9 415.6 281.3 225.2
 270.1 344.7 287.1 240.3 302.7 374.6 259.6 243.1 263.9 250.3 287.4 271.4
 278.4 325.6 221.3 221.8 225.4 214.3 260.5 236.1 258.  273.6 305.6 341.
 297.6 311.4 275.1 325.3 361.9 360.5 330.2 371.1 560.1 416.4 549.7 527.4
 461.6 578.8 527.9 411.5 405.8 529.1 590.3 420.6 546.2 499.  517.9 406.7
 658.6 596.8 545.3 511.2 527.2 616.  383.2 389.  364.  332.  292.2 216.3]",14,325.53,22.01,144.8,166.57,-1,-1,8.150365822324992e-05,4.307242992502235e-06,0.0002233896414438,0,1.5768495798110963e-05,0.0002391581372419,Italy,emilia-romagna,8
"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.    9.8  19.1  28.   24.3  35.3  51.5  55.  107.2 114.7
 226.4 270.6 248.8 275.7 363.7 528.5 526.5 420.3 534.7 521.7 288.4 651.3
 674.5 720.9 623.9 679.7 611.3 649.6 610.7 632.2 355.6 676.1 614.4 392.2
 512.5 379.  671.2 485.5 546.3 628.3 590.9 631.5 601.3 613.5 615.5 615.
 390.7 299.4 534.7 491.5 479.7 455.8 294.9 249.5 144.3  87.3 103.8 138.9
 258.6 209.5  82.8  66.6  55.2  29.8  30.8  12.1  20.   22.4  19.1   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[100.4 122.4 131.7  92.6  79.8 119.6 123.9 108.3 122.4  83.9  79.1  85.4
  98.3  91.1  91.3  89.4  76.6 100.7  77.   96.3 102.2  76.3 101.4  78.6
 140.2 162.1 170.8 190.1 243.6 309.9 352.8 342.9 288.9 415.6 281.3 225.2
 270.1 344.7 287.1 240.3 302.7 374.6 259.6 243.1 263.9 250.3 287.4 271.4
 278.4 325.6 221.3 221.8 225.4 214.3 260.5 236.1 258.  273.6 305.6 341.
 297.6 311.4 275.1 325.3 361.9 360.5 330.2 371.1 560.1 416.4 549.7 527.4
 461.6 578.8 527.9 411.5 405.8 529.1 590.3 420.6 546.2 499.  517.9 406.7
 658.6 596.8 545.3 511.2 527.2 616.  383.2 389.  364.  332.  292.2 216.3]",15,325.24,23.69,148.11,172.06,-1,-1,8.705317496541024e-05,4.307244640964328e-06,0.000238600073258,0,1.684214393297831e-05,0.000255442217191,Italy,emilia-romagna,8
"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.    9.8  19.1  28.   24.3  35.3  51.5  55.  107.2 114.7
 226.4 270.6 248.8 275.7 363.7 528.5 526.5 420.3 534.7 521.7 288.4 651.3
 674.5 720.9 623.9 679.7 611.3 649.6 610.7 632.2 355.6 676.1 614.4 392.2
 512.5 379.  671.2 485.5 546.3 628.3 590.9 631.5 601.3 613.5 615.5 615.
 390.7 299.4 534.7 491.5 479.7 455.8 294.9 249.5 144.3  87.3 103.8 138.9
 258.6 209.5  82.8  66.6  55.2  29.8  30.8  12.1  20.   22.4  19.1   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[100.4 122.4 131.7  92.6  79.8 119.6 123.9 108.3 122.4  83.9  79.1  85.4
  98.3  91.1  91.3  89.4  76.6 100.7  77.   96.3 102.2  76.3 101.4  78.6
 140.2 162.1 170.8 190.1 243.6 309.9 352.8 342.9 288.9 415.6 281.3 225.2
 270.1 344.7 287.1 240.3 302.7 374.6 259.6 243.1 263.9 250.3 287.4 271.4
 278.4 325.6 221.3 221.8 225.4 214.3 260.5 236.1 258.  273.6 305.6 341.
 297.6 311.4 275.1 325.3 361.9 360.5 330.2 371.1 560.1 416.4 549.7 527.4
 461.6 578.8 527.9 411.5 405.8 529.1 590.3 420.6 546.2 499.  517.9 406.7
 658.6 596.8 545.3 511.2 527.2 616.  383.2 389.  364.  332.  292.2 216.3]",16,324.69,24.93,152.34,177.15,-1,-1,9.293286001777412e-05,4.307245655373222e-06,0.0002547153913312,0,1.7979726592699685e-05,0.0002726951179239,Italy,emilia-romagna,8
"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.    9.8  19.1  28.   24.3  35.3  51.5  55.  107.2 114.7
 226.4 270.6 248.8 275.7 363.7 528.5 526.5 420.3 534.7 521.7 288.4 651.3
 674.5 720.9 623.9 679.7 611.3 649.6 610.7 632.2 355.6 676.1 614.4 392.2
 512.5 379.  671.2 485.5 546.3 628.3 590.9 631.5 601.3 613.5 615.5 615.
 390.7 299.4 534.7 491.5 479.7 455.8 294.9 249.5 144.3  87.3 103.8 138.9
 258.6 209.5  82.8  66.6  55.2  29.8  30.8  12.1  20.   22.4  19.1   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[100.4 122.4 131.7  92.6  79.8 119.6 123.9 108.3 122.4  83.9  79.1  85.4
  98.3  91.1  91.3  89.4  76.6 100.7  77.   96.3 102.2  76.3 101.4  78.6
 140.2 162.1 170.8 190.1 243.6 309.9 352.8 342.9 288.9 415.6 281.3 225.2
 270.1 344.7 287.1 240.3 302.7 374.6 259.6 243.1 263.9 250.3 287.4 271.4
 278.4 325.6 221.3 221.8 225.4 214.3 260.5 236.1 258.  273.6 305.6 341.
 297.6 311.4 275.1 325.3 361.9 360.5 330.2 371.1 560.1 416.4 549.7 527.4
 461.6 578.8 527.9 411.5 405.8 529.1 590.3 420.6 546.2 499.  517.9 406.7
 658.6 596.8 545.3 511.2 527.2 616.  383.2 389.  364.  332.  292.2 216.3]",17,324.28,26.68,155.75,182.37,-1,-1,9.933193221232476e-05,4.307246505517357e-06,0.0002722542903489,0,1.921777844429016e-05,0.0002914720687932,Italy,emilia-romagna,8
"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.    9.8  19.1  28.   24.3  35.3  51.5  55.  107.2 114.7
 226.4 270.6 248.8 275.7 363.7 528.5 526.5 420.3 534.7 521.7 288.4 651.3
 674.5 720.9 623.9 679.7 611.3 649.6 610.7 632.2 355.6 676.1 614.4 392.2
 512.5 379.  671.2 485.5 546.3 628.3 590.9 631.5 601.3 613.5 615.5 615.
 390.7 299.4 534.7 491.5 479.7 455.8 294.9 249.5 144.3  87.3 103.8 138.9
 258.6 209.5  82.8  66.6  55.2  29.8  30.8  12.1  20.   22.4  19.1   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[100.4 122.4 131.7  92.6  79.8 119.6 123.9 108.3 122.4  83.9  79.1  85.4
  98.3  91.1  91.3  89.4  76.6 100.7  77.   96.3 102.2  76.3 101.4  78.6
 140.2 162.1 170.8 190.1 243.6 309.9 352.8 342.9 288.9 415.6 281.3 225.2
 270.1 344.7 287.1 240.3 302.7 374.6 259.6 243.1 263.9 250.3 287.4 271.4
 278.4 325.6 221.3 221.8 225.4 214.3 260.5 236.1 258.  273.6 305.6 341.
 297.6 311.4 275.1 325.3 361.9 360.5 330.2 371.1 560.1 416.4 549.7 527.4
 461.6 578.8 527.9 411.5 405.8 529.1 590.3 420.6 546.2 499.  517.9 406.7
 658.6 596.8 545.3 511.2 527.2 616.  383.2 389.  364.  332.  292.2 216.3]",18,323.58,28.38,159.62,186.95,-1,-1,0.0001052377897435,4.307245918403489e-06,0.0002884414273831,0,2.036034067471822e-05,0.0003088017680578,Italy,emilia-romagna,8
"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.    9.8  19.1  28.   24.3  35.3  51.5  55.  107.2 114.7
 226.4 270.6 248.8 275.7 363.7 528.5 526.5 420.3 534.7 521.7 288.4 651.3
 674.5 720.9 623.9 679.7 611.3 649.6 610.7 632.2 355.6 676.1 614.4 392.2
 512.5 379.  671.2 485.5 546.3 628.3 590.9 631.5 601.3 613.5 615.5 615.
 390.7 299.4 534.7 491.5 479.7 455.8 294.9 249.5 144.3  87.3 103.8 138.9
 258.6 209.5  82.8  66.6  55.2  29.8  30.8  12.1  20.   22.4  19.1   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[100.4 122.4 131.7  92.6  79.8 119.6 123.9 108.3 122.4  83.9  79.1  85.4
  98.3  91.1  91.3  89.4  76.6 100.7  77.   96.3 102.2  76.3 101.4  78.6
 140.2 162.1 170.8 190.1 243.6 309.9 352.8 342.9 288.9 415.6 281.3 225.2
 270.1 344.7 287.1 240.3 302.7 374.6 259.6 243.1 263.9 250.3 287.4 271.4
 278.4 325.6 221.3 221.8 225.4 214.3 260.5 236.1 258.  273.6 305.6 341.
 297.6 311.4 275.1 325.3 361.9 360.5 330.2 371.1 560.1 416.4 549.7 527.4
 461.6 578.8 527.9 411.5 405.8 529.1 590.3 420.6 546.2 499.  517.9 406.7
 658.6 596.8 545.3 511.2 527.2 616.  383.2 389.  364.  332.  292.2 216.3]",19,323.13,29.78,163.47,192.36,-1,-1,0.0001115052105229,4.307246925081205e-06,0.0003056194921334,0,2.157291889190674e-05,0.0003271924110253,Italy,emilia-romagna,8
"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.    9.8  19.1  28.   24.3  35.3  51.5  55.  107.2 114.7
 226.4 270.6 248.8 275.7 363.7 528.5 526.5 420.3 534.7 521.7 288.4 651.3
 674.5 720.9 623.9 679.7 611.3 649.6 610.7 632.2 355.6 676.1 614.4 392.2
 512.5 379.  671.2 485.5 546.3 628.3 590.9 631.5 601.3 613.5 615.5 615.
 390.7 299.4 534.7 491.5 479.7 455.8 294.9 249.5 144.3  87.3 103.8 138.9
 258.6 209.5  82.8  66.6  55.2  29.8  30.8  12.1  20.   22.4  19.1   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[100.4 122.4 131.7  92.6  79.8 119.6 123.9 108.3 122.4  83.9  79.1  85.4
  98.3  91.1  91.3  89.4  76.6 100.7  77.   96.3 102.2  76.3 101.4  78.6
 140.2 162.1 170.8 190.1 243.6 309.9 352.8 342.9 288.9 415.6 281.3 225.2
 270.1 344.7 287.1 240.3 302.7 374.6 259.6 243.1 263.9 250.3 287.4 271.4
 278.4 325.6 221.3 221.8 225.4 214.3 260.5 236.1 258.  273.6 305.6 341.
 297.6 311.4 275.1 325.3 361.9 360.5 330.2 371.1 560.1 416.4 549.7 527.4
 461.6 578.8 527.9 411.5 405.8 529.1 590.3 420.6 546.2 499.  517.9 406.7
 658.6 596.8 545.3 511.2 527.2 616.  383.2 389.  364.  332.  292.2 216.3]",20,322.68,31.18,167.55,198.06,-1,-1,0.0001170616627793,4.307247724745887e-06,0.0003208489088548,0,2.264793316523234e-05,0.00034349684202,Italy,emilia-romagna,8
"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.    9.8  19.1  28.   24.3  35.3  51.5  55.  107.2 114.7
 226.4 270.6 248.8 275.7 363.7 528.5 526.5 420.3 534.7 521.7 288.4 651.3
 674.5 720.9 623.9 679.7 611.3 649.6 610.7 632.2 355.6 676.1 614.4 392.2
 512.5 379.  671.2 485.5 546.3 628.3 590.9 631.5 601.3 613.5 615.5 615.
 390.7 299.4 534.7 491.5 479.7 455.8 294.9 249.5 144.3  87.3 103.8 138.9
 258.6 209.5  82.8  66.6  55.2  29.8  30.8  12.1  20.   22.4  19.1   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[100.4 122.4 131.7  92.6  79.8 119.6 123.9 108.3 122.4  83.9  79.1  85.4
  98.3  91.1  91.3  89.4  76.6 100.7  77.   96.3 102.2  76.3 101.4  78.6
 140.2 162.1 170.8 190.1 243.6 309.9 352.8 342.9 288.9 415.6 281.3 225.2
 270.1 344.7 287.1 240.3 302.7 374.6 259.6 243.1 263.9 250.3 287.4 271.4
 278.4 325.6 221.3 221.8 225.4 214.3 260.5 236.1 258.  273.6 305.6 341.
 297.6 311.4 275.1 325.3 361.9 360.5 330.2 371.1 560.1 416.4 549.7 527.4
 461.6 578.8 527.9 411.5 405.8 529.1 590.3 420.6 546.2 499.  517.9 406.7
 658.6 596.8 545.3 511.2 527.2 616.  383.2 389.  364.  332.  292.2 216.3]",21,322.06,32.9,171.16,203.61,-1,-1,0.0001227006158104,4.307247927189391e-06,0.000336304450035,0,2.373890697956085e-05,0.0003600433570146,Italy,emilia-romagna,8
"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.    9.8  19.1  28.   24.3  35.3  51.5  55.  107.2 114.7
 226.4 270.6 248.8 275.7 363.7 528.5 526.5 420.3 534.7 521.7 288.4 651.3
 674.5 720.9 623.9 679.7 611.3 649.6 610.7 632.2 355.6 676.1 614.4 392.2
 512.5 379.  671.2 485.5 546.3 628.3 590.9 631.5 601.3 613.5 615.5 615.
 390.7 299.4 534.7 491.5 479.7 455.8 294.9 249.5 144.3  87.3 103.8 138.9
 258.6 209.5  82.8  66.6  55.2  29.8  30.8  12.1  20.   22.4  19.1   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[100.4 122.4 131.7  92.6  79.8 119.6 123.9 108.3 122.4  83.9  79.1  85.4
  98.3  91.1  91.3  89.4  76.6 100.7  77.   96.3 102.2  76.3 101.4  78.6
 140.2 162.1 170.8 190.1 243.6 309.9 352.8 342.9 288.9 415.6 281.3 225.2
 270.1 344.7 287.1 240.3 302.7 374.6 259.6 243.1 263.9 250.3 287.4 271.4
 278.4 325.6 221.3 221.8 225.4 214.3 260.5 236.1 258.  273.6 305.6 341.
 297.6 311.4 275.1 325.3 361.9 360.5 330.2 371.1 560.1 416.4 549.7 527.4
 461.6 578.8 527.9 411.5 405.8 529.1 590.3 420.6 546.2 499.  517.9 406.7
 658.6 596.8 545.3 511.2 527.2 616.  383.2 389.  364.  332.  292.2 216.3]",22,321.68,34.35,175.13,208.72,-1,-1,0.0001288165487538,4.30724875071839e-06,0.0003530672871404,0,2.4922198454538985e-05,0.0003779894855949,Italy,emilia-romagna,8
"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.    9.8  19.1  28.   24.3  35.3  51.5  55.  107.2 114.7
 226.4 270.6 248.8 275.7 363.7 528.5 526.5 420.3 534.7 521.7 288.4 651.3
 674.5 720.9 623.9 679.7 611.3 649.6 610.7 632.2 355.6 676.1 614.4 392.2
 512.5 379.  671.2 485.5 546.3 628.3 590.9 631.5 601.3 613.5 615.5 615.
 390.7 299.4 534.7 491.5 479.7 455.8 294.9 249.5 144.3  87.3 103.8 138.9
 258.6 209.5  82.8  66.6  55.2  29.8  30.8  12.1  20.   22.4  19.1   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[100.4 122.4 131.7  92.6  79.8 119.6 123.9 108.3 122.4  83.9  79.1  85.4
  98.3  91.1  91.3  89.4  76.6 100.7  77.   96.3 102.2  76.3 101.4  78.6
 140.2 162.1 170.8 190.1 243.6 309.9 352.8 342.9 288.9 415.6 281.3 225.2
 270.1 344.7 287.1 240.3 302.7 374.6 259.6 243.1 263.9 250.3 287.4 271.4
 278.4 325.6 221.3 221.8 225.4 214.3 260.5 236.1 258.  273.6 305.6 341.
 297.6 311.4 275.1 325.3 361.9 360.5 330.2 371.1 560.1 416.4 549.7 527.4
 461.6 578.8 527.9 411.5 405.8 529.1 590.3 420.6 546.2 499.  517.9 406.7
 658.6 596.8 545.3 511.2 527.2 616.  383.2 389.  364.  332.  292.2 216.3]",23,321.16,36.15,179.04,213.33,-1,-1,0.0001348839267214,4.307245539585778e-06,0.0003696971595287,0,2.609597861766815e-05,0.0003957931381464,Italy,emilia-romagna,8
"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.    9.8  19.1  28.   24.3  35.3  51.5  55.  107.2 114.7
 226.4 270.6 248.8 275.7 363.7 528.5 526.5 420.3 534.7 521.7 288.4 651.3
 674.5 720.9 623.9 679.7 611.3 649.6 610.7 632.2 355.6 676.1 614.4 392.2
 512.5 379.  671.2 485.5 546.3 628.3 590.9 631.5 601.3 613.5 615.5 615.
 390.7 299.4 534.7 491.5 479.7 455.8 294.9 249.5 144.3  87.3 103.8 138.9
 258.6 209.5  82.8  66.6  55.2  29.8  30.8  12.1  20.   22.4  19.1   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[100.4 122.4 131.7  92.6  79.8 119.6 123.9 108.3 122.4  83.9  79.1  85.4
  98.3  91.1  91.3  89.4  76.6 100.7  77.   96.3 102.2  76.3 101.4  78.6
 140.2 162.1 170.8 190.1 243.6 309.9 352.8 342.9 288.9 415.6 281.3 225.2
 270.1 344.7 287.1 240.3 302.7 374.6 259.6 243.1 263.9 250.3 287.4 271.4
 278.4 325.6 221.3 221.8 225.4 214.3 260.5 236.1 258.  273.6 305.6 341.
 297.6 311.4 275.1 325.3 361.9 360.5 330.2 371.1 560.1 416.4 549.7 527.4
 461.6 578.8 527.9 411.5 405.8 529.1 590.3 420.6 546.2 499.  517.9 406.7
 658.6 596.8 545.3 511.2 527.2 616.  383.2 389.  364.  332.  292.2 216.3]",24,320.76,37.8,182.45,218.36,-1,-1,0.0001406588574778,4.3072451501327696e-06,0.0003855254410041,0,2.7213214834531145e-05,0.0004127386558387,Italy,emilia-romagna,8
