PV(kW),Load(kW),nScenarios,sol(keuro),time(sec),memAvg(MB),memPeak(MB),gpuAvg(MB),gpuPeak(MB),CO2e(kg),CO2eRate(kg/s),cpuEnergy(kW),gpuEnergy(kW),ramEnergy(kW),totEnergy(kW),country,region,cpuCount
"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   11.6  22.7  35.2  29.4  46.8  61.   67.5 119.1 148.5
 268.2 320.6 294.7 313.2 430.9 577.4 623.8 497.9 633.5 618.1 341.7 804.5
 799.2 854.1 748.9 708.6 724.3 729.5 723.5 749.  421.3 801.  735.5 497.4
 689.3 405.6 719.8 575.2 673.1 696.3 706.6 716.7 729.  710.8 729.2 728.7
 462.9 354.7 633.5 566.4 546.2 554.2 377.2 274.4 168.2 123.7 123.  164.6
 324.9 248.2  99.7  78.9  71.3  35.3  35.1  14.4  28.1  22.2  22.7   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[122.1 145.  143.2 128.9 120.9 141.7 121.4 128.3 145.   99.4 102.4 107.8
 116.4 107.9 134.3  98.8  99.5 119.4  91.2 125.  121.1 114.7 119.  107.4
 166.1 194.1 202.3 201.8 288.6 367.1 418.  415.  342.3 492.4 285.  372.3
 320.  452.6 340.2 294.5 326.9 443.8 313.7 318.4 353.3 296.6 366.7 321.6
 387.8 334.1 262.1 262.8 281.2 243.7 308.6 280.8 285.7 254.3 362.1 404.1
 442.5 369.  325.9 336.5 350.5 509.9 516.  439.7 663.6 493.3 651.3 624.9
 688.1 603.2 625.4 544.7 480.8 565.7 699.3 498.3 484.6 598.6 505.1 484.1
 703.  707.1 646.  605.7 624.6 729.9 454.  460.9 431.3 393.4 362.5 256.3]",48,358.64,82.57,148.48,205.02,-1,-1,0.00028830505435,4.307245670976727e-06,0.0007902019866638,0,5.577844242254893e-05,0.0008459804290864,Italy,emilia-romagna,8
"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   11.6  22.7  35.2  29.4  46.8  61.   67.5 119.1 148.5
 268.2 320.6 294.7 313.2 430.9 577.4 623.8 497.9 633.5 618.1 341.7 804.5
 799.2 854.1 748.9 708.6 724.3 729.5 723.5 749.  421.3 801.  735.5 497.4
 689.3 405.6 719.8 575.2 673.1 696.3 706.6 716.7 729.  710.8 729.2 728.7
 462.9 354.7 633.5 566.4 546.2 554.2 377.2 274.4 168.2 123.7 123.  164.6
 324.9 248.2  99.7  78.9  71.3  35.3  35.1  14.4  28.1  22.2  22.7   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[122.1 145.  143.2 128.9 120.9 141.7 121.4 128.3 145.   99.4 102.4 107.8
 116.4 107.9 134.3  98.8  99.5 119.4  91.2 125.  121.1 114.7 119.  107.4
 166.1 194.1 202.3 201.8 288.6 367.1 418.  415.  342.3 492.4 285.  372.3
 320.  452.6 340.2 294.5 326.9 443.8 313.7 318.4 353.3 296.6 366.7 321.6
 387.8 334.1 262.1 262.8 281.2 243.7 308.6 280.8 285.7 254.3 362.1 404.1
 442.5 369.  325.9 336.5 350.5 509.9 516.  439.7 663.6 493.3 651.3 624.9
 688.1 603.2 625.4 544.7 480.8 565.7 699.3 498.3 484.6 598.6 505.1 484.1
 703.  707.1 646.  605.7 624.6 729.9 454.  460.9 431.3 393.4 362.5 256.3]",49,357.62,83.34,149.87,209.59,-1,-1,0.0002919611495082,4.307247602817915e-06,0.0008002228033211,0,5.648579339186351e-05,0.000856708596713,Italy,emilia-romagna,8
"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   11.6  22.7  35.2  29.4  46.8  61.   67.5 119.1 148.5
 268.2 320.6 294.7 313.2 430.9 577.4 623.8 497.9 633.5 618.1 341.7 804.5
 799.2 854.1 748.9 708.6 724.3 729.5 723.5 749.  421.3 801.  735.5 497.4
 689.3 405.6 719.8 575.2 673.1 696.3 706.6 716.7 729.  710.8 729.2 728.7
 462.9 354.7 633.5 566.4 546.2 554.2 377.2 274.4 168.2 123.7 123.  164.6
 324.9 248.2  99.7  78.9  71.3  35.3  35.1  14.4  28.1  22.2  22.7   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[122.1 145.  143.2 128.9 120.9 141.7 121.4 128.3 145.   99.4 102.4 107.8
 116.4 107.9 134.3  98.8  99.5 119.4  91.2 125.  121.1 114.7 119.  107.4
 166.1 194.1 202.3 201.8 288.6 367.1 418.  415.  342.3 492.4 285.  372.3
 320.  452.6 340.2 294.5 326.9 443.8 313.7 318.4 353.3 296.6 366.7 321.6
 387.8 334.1 262.1 262.8 281.2 243.7 308.6 280.8 285.7 254.3 362.1 404.1
 442.5 369.  325.9 336.5 350.5 509.9 516.  439.7 663.6 493.3 651.3 624.9
 688.1 603.2 625.4 544.7 480.8 565.7 699.3 498.3 484.6 598.6 505.1 484.1
 703.  707.1 646.  605.7 624.6 729.9 454.  460.9 431.3 393.4 362.5 256.3]",50,356.72,85.57,154.71,215.21,-1,-1,0.0002981178383325,4.307248101674011e-06,0.0008170973375439,0,5.767697870731354e-05,0.0008747743162512,Italy,emilia-romagna,8
"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   11.6  22.7  35.2  29.4  46.8  61.   67.5 119.1 148.5
 268.2 320.6 294.7 313.2 430.9 577.4 623.8 497.9 633.5 618.1 341.7 804.5
 799.2 854.1 748.9 708.6 724.3 729.5 723.5 749.  421.3 801.  735.5 497.4
 689.3 405.6 719.8 575.2 673.1 696.3 706.6 716.7 729.  710.8 729.2 728.7
 462.9 354.7 633.5 566.4 546.2 554.2 377.2 274.4 168.2 123.7 123.  164.6
 324.9 248.2  99.7  78.9  71.3  35.3  35.1  14.4  28.1  22.2  22.7   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[122.1 145.  143.2 128.9 120.9 141.7 121.4 128.3 145.   99.4 102.4 107.8
 116.4 107.9 134.3  98.8  99.5 119.4  91.2 125.  121.1 114.7 119.  107.4
 166.1 194.1 202.3 201.8 288.6 367.1 418.  415.  342.3 492.4 285.  372.3
 320.  452.6 340.2 294.5 326.9 443.8 313.7 318.4 353.3 296.6 366.7 321.6
 387.8 334.1 262.1 262.8 281.2 243.7 308.6 280.8 285.7 254.3 362.1 404.1
 442.5 369.  325.9 336.5 350.5 509.9 516.  439.7 663.6 493.3 651.3 624.9
 688.1 603.2 625.4 544.7 480.8 565.7 699.3 498.3 484.6 598.6 505.1 484.1
 703.  707.1 646.  605.7 624.6 729.9 454.  460.9 431.3 393.4 362.5 256.3]",51,355.65,87.08,156.77,219.94,-1,-1,0.0003042447186566,4.3072480008080056e-06,0.0008338902211851,0,5.886234680811564e-05,0.0008927525679932,Italy,emilia-romagna,8
"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   11.6  22.7  35.2  29.4  46.8  61.   67.5 119.1 148.5
 268.2 320.6 294.7 313.2 430.9 577.4 623.8 497.9 633.5 618.1 341.7 804.5
 799.2 854.1 748.9 708.6 724.3 729.5 723.5 749.  421.3 801.  735.5 497.4
 689.3 405.6 719.8 575.2 673.1 696.3 706.6 716.7 729.  710.8 729.2 728.7
 462.9 354.7 633.5 566.4 546.2 554.2 377.2 274.4 168.2 123.7 123.  164.6
 324.9 248.2  99.7  78.9  71.3  35.3  35.1  14.4  28.1  22.2  22.7   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[122.1 145.  143.2 128.9 120.9 141.7 121.4 128.3 145.   99.4 102.4 107.8
 116.4 107.9 134.3  98.8  99.5 119.4  91.2 125.  121.1 114.7 119.  107.4
 166.1 194.1 202.3 201.8 288.6 367.1 418.  415.  342.3 492.4 285.  372.3
 320.  452.6 340.2 294.5 326.9 443.8 313.7 318.4 353.3 296.6 366.7 321.6
 387.8 334.1 262.1 262.8 281.2 243.7 308.6 280.8 285.7 254.3 362.1 404.1
 442.5 369.  325.9 336.5 350.5 509.9 516.  439.7 663.6 493.3 651.3 624.9
 688.1 603.2 625.4 544.7 480.8 565.7 699.3 498.3 484.6 598.6 505.1 484.1
 703.  707.1 646.  605.7 624.6 729.9 454.  460.9 431.3 393.4 362.5 256.3]",52,354.8,88.61,159.28,224.01,-1,-1,0.000310403484611,4.307247968486712e-06,0.00085077051421,0,6.005386829376221e-05,0.0009108243825038,Italy,emilia-romagna,8
"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   11.6  22.7  35.2  29.4  46.8  61.   67.5 119.1 148.5
 268.2 320.6 294.7 313.2 430.9 577.4 623.8 497.9 633.5 618.1 341.7 804.5
 799.2 854.1 748.9 708.6 724.3 729.5 723.5 749.  421.3 801.  735.5 497.4
 689.3 405.6 719.8 575.2 673.1 696.3 706.6 716.7 729.  710.8 729.2 728.7
 462.9 354.7 633.5 566.4 546.2 554.2 377.2 274.4 168.2 123.7 123.  164.6
 324.9 248.2  99.7  78.9  71.3  35.3  35.1  14.4  28.1  22.2  22.7   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[122.1 145.  143.2 128.9 120.9 141.7 121.4 128.3 145.   99.4 102.4 107.8
 116.4 107.9 134.3  98.8  99.5 119.4  91.2 125.  121.1 114.7 119.  107.4
 166.1 194.1 202.3 201.8 288.6 367.1 418.  415.  342.3 492.4 285.  372.3
 320.  452.6 340.2 294.5 326.9 443.8 313.7 318.4 353.3 296.6 366.7 321.6
 387.8 334.1 262.1 262.8 281.2 243.7 308.6 280.8 285.7 254.3 362.1 404.1
 442.5 369.  325.9 336.5 350.5 509.9 516.  439.7 663.6 493.3 651.3 624.9
 688.1 603.2 625.4 544.7 480.8 565.7 699.3 498.3 484.6 598.6 505.1 484.1
 703.  707.1 646.  605.7 624.6 729.9 454.  460.9 431.3 393.4 362.5 256.3]",53,353.83,90.92,162.71,230.2,-1,-1,0.0003173801528123,4.307248569461508e-06,0.0008698925011687,0,6.140368600686391e-05,0.0009312961871756,Italy,emilia-romagna,8
"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   11.6  22.7  35.2  29.4  46.8  61.   67.5 119.1 148.5
 268.2 320.6 294.7 313.2 430.9 577.4 623.8 497.9 633.5 618.1 341.7 804.5
 799.2 854.1 748.9 708.6 724.3 729.5 723.5 749.  421.3 801.  735.5 497.4
 689.3 405.6 719.8 575.2 673.1 696.3 706.6 716.7 729.  710.8 729.2 728.7
 462.9 354.7 633.5 566.4 546.2 554.2 377.2 274.4 168.2 123.7 123.  164.6
 324.9 248.2  99.7  78.9  71.3  35.3  35.1  14.4  28.1  22.2  22.7   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[122.1 145.  143.2 128.9 120.9 141.7 121.4 128.3 145.   99.4 102.4 107.8
 116.4 107.9 134.3  98.8  99.5 119.4  91.2 125.  121.1 114.7 119.  107.4
 166.1 194.1 202.3 201.8 288.6 367.1 418.  415.  342.3 492.4 285.  372.3
 320.  452.6 340.2 294.5 326.9 443.8 313.7 318.4 353.3 296.6 366.7 321.6
 387.8 334.1 262.1 262.8 281.2 243.7 308.6 280.8 285.7 254.3 362.1 404.1
 442.5 369.  325.9 336.5 350.5 509.9 516.  439.7 663.6 493.3 651.3 624.9
 688.1 603.2 625.4 544.7 480.8 565.7 699.3 498.3 484.6 598.6 505.1 484.1
 703.  707.1 646.  605.7 624.6 729.9 454.  460.9 431.3 393.4 362.5 256.3]",54,352.88,92.86,168.28,234.04,-1,-1,0.0003229011984334,4.307248225552638e-06,0.0008850248739123,0,6.247184971968333e-05,0.000947496723632,Italy,emilia-romagna,8
"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   11.6  22.7  35.2  29.4  46.8  61.   67.5 119.1 148.5
 268.2 320.6 294.7 313.2 430.9 577.4 623.8 497.9 633.5 618.1 341.7 804.5
 799.2 854.1 748.9 708.6 724.3 729.5 723.5 749.  421.3 801.  735.5 497.4
 689.3 405.6 719.8 575.2 673.1 696.3 706.6 716.7 729.  710.8 729.2 728.7
 462.9 354.7 633.5 566.4 546.2 554.2 377.2 274.4 168.2 123.7 123.  164.6
 324.9 248.2  99.7  78.9  71.3  35.3  35.1  14.4  28.1  22.2  22.7   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[122.1 145.  143.2 128.9 120.9 141.7 121.4 128.3 145.   99.4 102.4 107.8
 116.4 107.9 134.3  98.8  99.5 119.4  91.2 125.  121.1 114.7 119.  107.4
 166.1 194.1 202.3 201.8 288.6 367.1 418.  415.  342.3 492.4 285.  372.3
 320.  452.6 340.2 294.5 326.9 443.8 313.7 318.4 353.3 296.6 366.7 321.6
 387.8 334.1 262.1 262.8 281.2 243.7 308.6 280.8 285.7 254.3 362.1 404.1
 442.5 369.  325.9 336.5 350.5 509.9 516.  439.7 663.6 493.3 651.3 624.9
 688.1 603.2 625.4 544.7 480.8 565.7 699.3 498.3 484.6 598.6 505.1 484.1
 703.  707.1 646.  605.7 624.6 729.9 454.  460.9 431.3 393.4 362.5 256.3]",55,351.87,94.64,171.4,239.79,-1,-1,0.0003303923902241,4.307246559042329e-06,0.0009055572100811,0,6.392109711964926e-05,0.0009694783072008,Italy,emilia-romagna,8
"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   11.6  22.7  35.2  29.4  46.8  61.   67.5 119.1 148.5
 268.2 320.6 294.7 313.2 430.9 577.4 623.8 497.9 633.5 618.1 341.7 804.5
 799.2 854.1 748.9 708.6 724.3 729.5 723.5 749.  421.3 801.  735.5 497.4
 689.3 405.6 719.8 575.2 673.1 696.3 706.6 716.7 729.  710.8 729.2 728.7
 462.9 354.7 633.5 566.4 546.2 554.2 377.2 274.4 168.2 123.7 123.  164.6
 324.9 248.2  99.7  78.9  71.3  35.3  35.1  14.4  28.1  22.2  22.7   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[122.1 145.  143.2 128.9 120.9 141.7 121.4 128.3 145.   99.4 102.4 107.8
 116.4 107.9 134.3  98.8  99.5 119.4  91.2 125.  121.1 114.7 119.  107.4
 166.1 194.1 202.3 201.8 288.6 367.1 418.  415.  342.3 492.4 285.  372.3
 320.  452.6 340.2 294.5 326.9 443.8 313.7 318.4 353.3 296.6 366.7 321.6
 387.8 334.1 262.1 262.8 281.2 243.7 308.6 280.8 285.7 254.3 362.1 404.1
 442.5 369.  325.9 336.5 350.5 509.9 516.  439.7 663.6 493.3 651.3 624.9
 688.1 603.2 625.4 544.7 480.8 565.7 699.3 498.3 484.6 598.6 505.1 484.1
 703.  707.1 646.  605.7 624.6 729.9 454.  460.9 431.3 393.4 362.5 256.3]",56,350.93,96.54,171.73,244.32,-1,-1,0.0003360817651675,4.307246583718952e-06,0.0009211510131756,0,6.502176324526469e-05,0.0009861727764209,Italy,emilia-romagna,8
"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   11.6  22.7  35.2  29.4  46.8  61.   67.5 119.1 148.5
 268.2 320.6 294.7 313.2 430.9 577.4 623.8 497.9 633.5 618.1 341.7 804.5
 799.2 854.1 748.9 708.6 724.3 729.5 723.5 749.  421.3 801.  735.5 497.4
 689.3 405.6 719.8 575.2 673.1 696.3 706.6 716.7 729.  710.8 729.2 728.7
 462.9 354.7 633.5 566.4 546.2 554.2 377.2 274.4 168.2 123.7 123.  164.6
 324.9 248.2  99.7  78.9  71.3  35.3  35.1  14.4  28.1  22.2  22.7   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[122.1 145.  143.2 128.9 120.9 141.7 121.4 128.3 145.   99.4 102.4 107.8
 116.4 107.9 134.3  98.8  99.5 119.4  91.2 125.  121.1 114.7 119.  107.4
 166.1 194.1 202.3 201.8 288.6 367.1 418.  415.  342.3 492.4 285.  372.3
 320.  452.6 340.2 294.5 326.9 443.8 313.7 318.4 353.3 296.6 366.7 321.6
 387.8 334.1 262.1 262.8 281.2 243.7 308.6 280.8 285.7 254.3 362.1 404.1
 442.5 369.  325.9 336.5 350.5 509.9 516.  439.7 663.6 493.3 651.3 624.9
 688.1 603.2 625.4 544.7 480.8 565.7 699.3 498.3 484.6 598.6 505.1 484.1
 703.  707.1 646.  605.7 624.6 729.9 454.  460.9 431.3 393.4 362.5 256.3]",57,349.99,98.41,180.19,251.22,-1,-1,0.0003431866739199,4.307247359539071e-06,0.00094062443061,0,6.639644980430603e-05,0.0010070208804143,Italy,emilia-romagna,8
"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   11.6  22.7  35.2  29.4  46.8  61.   67.5 119.1 148.5
 268.2 320.6 294.7 313.2 430.9 577.4 623.8 497.9 633.5 618.1 341.7 804.5
 799.2 854.1 748.9 708.6 724.3 729.5 723.5 749.  421.3 801.  735.5 497.4
 689.3 405.6 719.8 575.2 673.1 696.3 706.6 716.7 729.  710.8 729.2 728.7
 462.9 354.7 633.5 566.4 546.2 554.2 377.2 274.4 168.2 123.7 123.  164.6
 324.9 248.2  99.7  78.9  71.3  35.3  35.1  14.4  28.1  22.2  22.7   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[122.1 145.  143.2 128.9 120.9 141.7 121.4 128.3 145.   99.4 102.4 107.8
 116.4 107.9 134.3  98.8  99.5 119.4  91.2 125.  121.1 114.7 119.  107.4
 166.1 194.1 202.3 201.8 288.6 367.1 418.  415.  342.3 492.4 285.  372.3
 320.  452.6 340.2 294.5 326.9 443.8 313.7 318.4 353.3 296.6 366.7 321.6
 387.8 334.1 262.1 262.8 281.2 243.7 308.6 280.8 285.7 254.3 362.1 404.1
 442.5 369.  325.9 336.5 350.5 509.9 516.  439.7 663.6 493.3 651.3 624.9
 688.1 603.2 625.4 544.7 480.8 565.7 699.3 498.3 484.6 598.6 505.1 484.1
 703.  707.1 646.  605.7 624.6 729.9 454.  460.9 431.3 393.4 362.5 256.3]",58,348.99,100.46,180.78,255.52,-1,-1,0.0003482338944711,4.307247459054547e-06,0.0009544580977823,0,6.737296283245086e-05,0.0010218310606148,Italy,emilia-romagna,8
"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   11.6  22.7  35.2  29.4  46.8  61.   67.5 119.1 148.5
 268.2 320.6 294.7 313.2 430.9 577.4 623.8 497.9 633.5 618.1 341.7 804.5
 799.2 854.1 748.9 708.6 724.3 729.5 723.5 749.  421.3 801.  735.5 497.4
 689.3 405.6 719.8 575.2 673.1 696.3 706.6 716.7 729.  710.8 729.2 728.7
 462.9 354.7 633.5 566.4 546.2 554.2 377.2 274.4 168.2 123.7 123.  164.6
 324.9 248.2  99.7  78.9  71.3  35.3  35.1  14.4  28.1  22.2  22.7   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[122.1 145.  143.2 128.9 120.9 141.7 121.4 128.3 145.   99.4 102.4 107.8
 116.4 107.9 134.3  98.8  99.5 119.4  91.2 125.  121.1 114.7 119.  107.4
 166.1 194.1 202.3 201.8 288.6 367.1 418.  415.  342.3 492.4 285.  372.3
 320.  452.6 340.2 294.5 326.9 443.8 313.7 318.4 353.3 296.6 366.7 321.6
 387.8 334.1 262.1 262.8 281.2 243.7 308.6 280.8 285.7 254.3 362.1 404.1
 442.5 369.  325.9 336.5 350.5 509.9 516.  439.7 663.6 493.3 651.3 624.9
 688.1 603.2 625.4 544.7 480.8 565.7 699.3 498.3 484.6 598.6 505.1 484.1
 703.  707.1 646.  605.7 624.6 729.9 454.  460.9 431.3 393.4 362.5 256.3]",59,348.0,102.12,185.09,261.05,-1,-1,0.0003546792111049,4.307247300827207e-06,0.0009721237608128,0,6.861994683742524e-05,0.0010407437076502,Italy,emilia-romagna,8
"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   11.6  22.7  35.2  29.4  46.8  61.   67.5 119.1 148.5
 268.2 320.6 294.7 313.2 430.9 577.4 623.8 497.9 633.5 618.1 341.7 804.5
 799.2 854.1 748.9 708.6 724.3 729.5 723.5 749.  421.3 801.  735.5 497.4
 689.3 405.6 719.8 575.2 673.1 696.3 706.6 716.7 729.  710.8 729.2 728.7
 462.9 354.7 633.5 566.4 546.2 554.2 377.2 274.4 168.2 123.7 123.  164.6
 324.9 248.2  99.7  78.9  71.3  35.3  35.1  14.4  28.1  22.2  22.7   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[122.1 145.  143.2 128.9 120.9 141.7 121.4 128.3 145.   99.4 102.4 107.8
 116.4 107.9 134.3  98.8  99.5 119.4  91.2 125.  121.1 114.7 119.  107.4
 166.1 194.1 202.3 201.8 288.6 367.1 418.  415.  342.3 492.4 285.  372.3
 320.  452.6 340.2 294.5 326.9 443.8 313.7 318.4 353.3 296.6 366.7 321.6
 387.8 334.1 262.1 262.8 281.2 243.7 308.6 280.8 285.7 254.3 362.1 404.1
 442.5 369.  325.9 336.5 350.5 509.9 516.  439.7 663.6 493.3 651.3 624.9
 688.1 603.2 625.4 544.7 480.8 565.7 699.3 498.3 484.6 598.6 505.1 484.1
 703.  707.1 646.  605.7 624.6 729.9 454.  460.9 431.3 393.4 362.5 256.3]",60,347.03,103.76,190.59,266.63,-1,-1,0.0003611362134146,4.307248265986551e-06,0.0009898214941223,0,6.986915012200672e-05,0.0010596906442443,Italy,emilia-romagna,8
"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   11.6  22.7  35.2  29.4  46.8  61.   67.5 119.1 148.5
 268.2 320.6 294.7 313.2 430.9 577.4 623.8 497.9 633.5 618.1 341.7 804.5
 799.2 854.1 748.9 708.6 724.3 729.5 723.5 749.  421.3 801.  735.5 497.4
 689.3 405.6 719.8 575.2 673.1 696.3 706.6 716.7 729.  710.8 729.2 728.7
 462.9 354.7 633.5 566.4 546.2 554.2 377.2 274.4 168.2 123.7 123.  164.6
 324.9 248.2  99.7  78.9  71.3  35.3  35.1  14.4  28.1  22.2  22.7   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[122.1 145.  143.2 128.9 120.9 141.7 121.4 128.3 145.   99.4 102.4 107.8
 116.4 107.9 134.3  98.8  99.5 119.4  91.2 125.  121.1 114.7 119.  107.4
 166.1 194.1 202.3 201.8 288.6 367.1 418.  415.  342.3 492.4 285.  372.3
 320.  452.6 340.2 294.5 326.9 443.8 313.7 318.4 353.3 296.6 366.7 321.6
 387.8 334.1 262.1 262.8 281.2 243.7 308.6 280.8 285.7 254.3 362.1 404.1
 442.5 369.  325.9 336.5 350.5 509.9 516.  439.7 663.6 493.3 651.3 624.9
 688.1 603.2 625.4 544.7 480.8 565.7 699.3 498.3 484.6 598.6 505.1 484.1
 703.  707.1 646.  605.7 624.6 729.9 454.  460.9 431.3 393.4 362.5 256.3]",61,346.07,105.65,193.68,271.32,-1,-1,0.0003672518857208,4.307248117990575e-06,0.001006583683855,0,7.105232417583465e-05,0.0010776360080308,Italy,emilia-romagna,8
"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   11.6  22.7  35.2  29.4  46.8  61.   67.5 119.1 148.5
 268.2 320.6 294.7 313.2 430.9 577.4 623.8 497.9 633.5 618.1 341.7 804.5
 799.2 854.1 748.9 708.6 724.3 729.5 723.5 749.  421.3 801.  735.5 497.4
 689.3 405.6 719.8 575.2 673.1 696.3 706.6 716.7 729.  710.8 729.2 728.7
 462.9 354.7 633.5 566.4 546.2 554.2 377.2 274.4 168.2 123.7 123.  164.6
 324.9 248.2  99.7  78.9  71.3  35.3  35.1  14.4  28.1  22.2  22.7   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[122.1 145.  143.2 128.9 120.9 141.7 121.4 128.3 145.   99.4 102.4 107.8
 116.4 107.9 134.3  98.8  99.5 119.4  91.2 125.  121.1 114.7 119.  107.4
 166.1 194.1 202.3 201.8 288.6 367.1 418.  415.  342.3 492.4 285.  372.3
 320.  452.6 340.2 294.5 326.9 443.8 313.7 318.4 353.3 296.6 366.7 321.6
 387.8 334.1 262.1 262.8 281.2 243.7 308.6 280.8 285.7 254.3 362.1 404.1
 442.5 369.  325.9 336.5 350.5 509.9 516.  439.7 663.6 493.3 651.3 624.9
 688.1 603.2 625.4 544.7 480.8 565.7 699.3 498.3 484.6 598.6 505.1 484.1
 703.  707.1 646.  605.7 624.6 729.9 454.  460.9 431.3 393.4 362.5 256.3]",62,345.11,107.89,194.13,276.3,-1,-1,0.000373454057036,4.307248292805446e-06,0.0010235829020539,0,7.225228587786356e-05,0.0010958351879318,Italy,emilia-romagna,8
"[  0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.
   0.    0.    0.   11.6  22.7  35.2  29.4  46.8  61.   67.5 119.1 148.5
 268.2 320.6 294.7 313.2 430.9 577.4 623.8 497.9 633.5 618.1 341.7 804.5
 799.2 854.1 748.9 708.6 724.3 729.5 723.5 749.  421.3 801.  735.5 497.4
 689.3 405.6 719.8 575.2 673.1 696.3 706.6 716.7 729.  710.8 729.2 728.7
 462.9 354.7 633.5 566.4 546.2 554.2 377.2 274.4 168.2 123.7 123.  164.6
 324.9 248.2  99.7  78.9  71.3  35.3  35.1  14.4  28.1  22.2  22.7   0.
   0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0.    0. ]","[122.1 145.  143.2 128.9 120.9 141.7 121.4 128.3 145.   99.4 102.4 107.8
 116.4 107.9 134.3  98.8  99.5 119.4  91.2 125.  121.1 114.7 119.  107.4
 166.1 194.1 202.3 201.8 288.6 367.1 418.  415.  342.3 492.4 285.  372.3
 320.  452.6 340.2 294.5 326.9 443.8 313.7 318.4 353.3 296.6 366.7 321.6
 387.8 334.1 262.1 262.8 281.2 243.7 308.6 280.8 285.7 254.3 362.1 404.1
 442.5 369.  325.9 336.5 350.5 509.9 516.  439.7 663.6 493.3 651.3 624.9
 688.1 603.2 625.4 544.7 480.8 565.7 699.3 498.3 484.6 598.6 505.1 484.1
 703.  707.1 646.  605.7 624.6 729.9 454.  460.9 431.3 393.4 362.5 256.3]",63,344.2,110.0,199.94,280.4,-1,-1,0.0003811073234331,4.307248398497555e-06,0.0010445593837234,0,7.373296717802683e-05,0.0011182923509014,Italy,emilia-romagna,8
